Time A1 (s),Pressure A1 (mmHg),Volume A1 (μl)
6.685,85.9634,36.0599
6.686,86.2424,35.1656
6.687,86.4788,34.3196
6.688,86.6499,33.5098
6.689,86.747,32.7875
6.690,86.7307,32.0073
6.691,86.5609,31.159
6.692,86.2517,30.3385
6.693,85.8472,29.5761
6.694,85.3271,28.8287
6.695,84.693,28.0462
6.696,83.9345,27.2741
6.697,83.0851,26.4967
6.698,82.1399,25.6898
6.699,81.1047,24.8776
6.700,80.0026,24.0329
6.701,78.8371,23.1411
6.702,77.6552,22.3233
6.703,76.4615,21.5944
6.704,75.1543,21.0435
6.705,73.7186,20.6989
6.706,71.9933,20.4278
6.707,69.7546,20.2417
6.708,66.2113,20.1295
6.709,60.2031,20.1166
6.710,53.8381,20.1611
6.711,48.5435,20.2146
6.712,43.5311,20.2893
6.713,38.5354,20.3081
6.714,33.7388,20.315
6.715,29.3603,20.2897
6.716,25.3627,20.2584
6.717,21.6087,20.2442
6.718,18.1237,20.2646
6.719,14.9813,20.2746
6.720,12.178,20.3961
6.721,9.68743,20.6373
6.722,7.52836,20.9765
6.723,5.71858,21.418
6.724,4.19444,21.9195
6.725,2.98369,22.5415
6.726,2.11697,23.1982
6.727,1.55807,23.895
6.728,1.21461,24.5787
6.729,1.02359,25.1473
6.730,0.973938,25.6785
6.731,1.00906,26.1343
6.732,1.06068,26.5607
6.733,1.12121,26.9645
6.734,1.19609,27.3582
6.735,1.27423,27.7638
6.736,1.3154,28.2246
6.737,1.37267,28.7004
6.738,1.44459,29.2511
6.739,1.51428,29.8576
6.740,1.61128,30.4922
6.741,1.7127,31.1945
6.742,1.83069,31.9097
6.743,1.97422,32.6774
6.744,2.1254,33.3904
6.745,2.28229,33.9582
6.746,2.43786,34.4294
6.747,2.58881,34.7165
6.748,2.7239,34.9436
6.749,2.84337,35.1405
6.750,2.9568,35.268
6.751,3.07231,35.3449
6.752,3.17891,35.4148
6.753,3.26791,35.4747
6.754,3.34966,35.6217
6.755,3.43415,35.8087
6.756,3.53074,36.0843
6.757,3.60427,36.4421
6.758,3.66754,36.8136
6.759,3.73435,37.2491
6.760,3.80678,37.7
6.761,3.85363,38.1304
6.762,3.92368,38.4596
6.763,3.96467,38.5838
6.764,4.00816,38.637
6.765,4.03438,38.5864
6.766,4.06048,38.4512
6.767,4.07674,38.2965
6.768,4.11588,38.0698
6.769,4.12927,37.804
6.770,4.15104,37.6273
6.771,4.16079,37.4783
6.772,4.1908,37.4358
6.773,4.20951,37.4477
6.774,4.23645,37.56
6.775,4.28302,37.8012
6.776,4.36246,38.0499
6.777,4.51805,38.3354
6.778,4.80677,38.5583
6.779,5.2969,38.6562
6.780,6.10821,38.7034
6.781,7.41047,38.6683
6.782,9.64277,38.6014
6.783,13.6447,38.5589
6.784,19.0726,38.421
6.785,25.3167,38.2858
6.786,32.1298,38.2113
6.787,39.2594,38.1817
6.788,46.2529,38.3108
6.789,52.7364,38.5028
6.790,58.8207,38.7469
6.791,64.5406,39.0687
6.792,70.1179,39.3513
6.793,75.3836,39.6077
6.794,80.3721,39.7684
6.795,84.6127,39.8425
6.796,87.5039,39.7922
6.797,89.2914,39.6077
6.798,90.3216,39.282
6.799,90.8557,38.8477
6.800,91.087,38.218
6.801,91.2169,37.4724
6.802,91.3751,36.5834
6.803,91.4482,35.6379
6.804,91.516,34.7741
6.805,91.5496,33.9075
6.806,91.5093,33.1206
6.807,91.3949,32.338
6.808,91.2128,31.5297
6.809,90.8956,30.7226
6.810,90.4754,29.9083
6.811,89.9481,29.0947
6.812,89.3112,28.2596
6.813,88.5503,27.4053
6.814,87.6744,26.5729
6.815,86.6673,25.7229
6.816,85.5672,24.8038
6.817,84.3437,23.8818
6.818,83.037,22.9315
6.819,81.6581,22.0711
6.820,80.2609,21.382
6.821,78.7621,20.8307
6.822,77.1555,20.4837
6.823,75.3148,20.244
6.824,72.9881,20.0831
6.825,69.2434,20.0164
6.826,63.0663,20.0191
6.827,56.8375,20.1097
6.828,51.5532,20.184
6.829,46.4638,20.2658
6.830,41.3963,20.3131
6.831,36.4544,20.3239
6.832,31.9087,20.2599
6.833,27.6431,20.2081
6.834,23.6587,20.1319
6.835,19.9565,20.0927
6.836,16.6357,20.0692
6.837,13.5992,20.1216
6.838,10.9158,20.3062
6.839,8.61734,20.5802
6.840,6.69638,20.9593
6.841,5.08672,21.4128
6.842,3.85425,21.961
6.843,2.95231,22.5671
6.844,2.38524,23.1609
6.845,2.02068,23.7513
6.846,1.82812,24.2299
6.847,1.78559,24.6526
6.848,1.80887,25.036
6.849,1.8592,25.4116
6.850,1.92858,25.798
6.851,1.99357,26.2077
6.852,2.08133,26.634
6.853,2.13999,27.1227
6.854,2.20509,27.7073
6.855,2.28627,28.3495
6.856,2.38084,29.0325
6.857,2.49826,29.7344
6.858,2.61651,30.5154
6.859,2.7443,31.3031
6.860,2.89786,32.1043
6.861,3.04565,32.8686
6.862,3.1958,33.4445
6.863,3.33638,33.9243
6.864,3.47457,34.2994
6.865,3.59633,34.6102
6.866,3.71044,34.8982
6.867,3.81621,35.1211
6.868,3.91813,35.2716
6.869,4.02651,35.4171
6.870,4.11616,35.5414
6.871,4.21371,35.6972
6.872,4.303,35.8878
6.873,4.38298,36.0976
6.874,4.47036,36.4088
6.875,4.5348,36.7497
6.876,4.60625,37.1591
6.877,4.66248,37.5743
6.878,4.68908,37.8912
6.879,4.74488,38.1333
6.880,4.77831,38.1919
6.881,4.79774,38.1742
6.882,4.83688,38.1268
6.883,4.8427,37.9976
6.884,4.87125,37.8153
6.885,4.86994,37.6072
6.886,4.87554,37.3611
6.887,4.88135,37.2197
6.888,4.87224,37.1528
6.889,4.87968,37.1673
6.890,4.89789,37.2715
6.891,4.912,37.4203
6.892,4.94978,37.6866
6.893,5.02428,37.961
6.894,5.18158,38.2192
6.895,5.4613,38.4005
6.896,5.9704,38.4081
6.897,6.7917,38.3937
6.898,8.13556,38.3501
6.899,10.5143,38.2527
6.900,14.753,38.1851
6.901,20.3335,38.049
6.902,26.6444,37.9167
6.903,33.3157,37.894
6.904,40.1705,37.9343
6.905,46.9548,38.0553
6.906,53.4469,38.2425
6.907,59.5155,38.4327
6.908,65.3913,38.7149
6.909,71.1844,38.9539
6.910,76.8382,39.1898
6.911,82.0043,39.3593
6.912,86.0687,39.4239
6.913,88.8976,39.4047
6.914,90.7103,39.2919
6.915,91.7637,39.0125
6.916,92.3967,38.6681
6.917,92.8223,38.1041
6.918,93.1375,37.3921
6.919,93.4183,36.6328
6.920,93.6646,35.8249
6.921,93.8851,35.1119
6.922,94.011,34.409
6.923,94.0413,33.6942
6.924,93.9706,32.982
6.925,93.7582,32.2309
6.926,93.4183,31.4704
6.927,92.9548,30.6873
6.928,92.3853,29.8651
6.929,91.686,29.0192
6.930,90.8563,28.1189
6.931,89.926,27.2102
6.932,88.8637,26.2996
6.933,87.6952,25.3108
6.934,86.4078,24.3288
6.935,85.0426,23.3659
6.936,83.6356,22.4663
6.937,82.2085,21.7805
6.938,80.6906,21.2263
6.939,79.0506,20.8509
6.940,77.1298,20.6195
6.941,74.6839,20.455
6.942,70.6204,20.4061
6.943,64.2103,20.3824
6.944,58.1191,20.4413
6.945,52.8983,20.4998
6.946,47.7764,20.5431
6.947,42.6565,20.5971
6.948,37.7446,20.6536
6.949,33.1683,20.6367
6.950,28.8961,20.6262
6.951,24.9027,20.5898
6.952,21.1868,20.5934
6.953,17.8193,20.6794
6.954,14.7716,20.8258
6.955,12.0864,21.0835
6.956,9.74155,21.4093
6.957,7.76449,21.7542
6.958,6.13233,22.1704
6.959,4.91594,22.6328
6.960,4.01421,23.1413
6.961,3.4346,23.5799
6.962,3.06096,23.9543
6.963,2.83364,24.2733
6.964,2.73939,24.5299
6.965,2.69576,24.7521
6.966,2.68671,24.9571
6.967,2.7077,25.1764
6.968,2.72704,25.4371
6.969,2.76987,25.766
6.970,2.80233,26.165
6.971,2.87287,26.6747
6.972,2.94022,27.2364
6.973,3.03621,27.8849
6.974,3.13242,28.5857
6.975,3.26716,29.364
6.976,3.3885,30.1963
6.977,3.52548,30.9973
6.978,3.64481,31.7614
6.979,3.76801,32.3857
6.980,3.86128,32.8847
6.981,3.98371,33.3096
6.982,4.08996,33.6684
6.983,4.20361,34.0003
6.984,4.29999,34.3029
6.985,4.3974,34.5028
6.986,4.50021,34.673
6.987,4.59218,34.9066
6.988,4.6564,35.1592
6.989,4.78287,35.4561
6.990,4.86959,35.7553
6.991,4.95417,36.1293
6.992,5.02221,36.517
6.993,5.11253,36.9004
6.994,5.1849,37.2557
6.995,5.24624,37.4515
6.996,5.28732,37.5221
6.997,5.33947,37.467
6.998,5.39573,37.3151
6.999,5.44123,37.1268
7.000,5.47447,36.8913
7.001,5.49087,36.5865
7.002,5.50598,36.3027
7.003,5.51111,36.0794
7.004,5.50753,35.9229
7.005,5.50799,35.8501
7.006,5.50684,35.8389
7.007,5.51722,35.9537
7.008,5.53962,36.1188
7.009,5.59938,36.3784
7.010,5.71025,36.6585
7.011,5.94447,36.8631
7.012,6.33767,37.0337
7.013,7.03322,37.104
7.014,8.1456,37.1231
7.015,9.92799,37.1402
7.016,13.3451,37.0963
7.017,18.8329,37.0394
7.018,25.1509,36.9693
7.019,31.9187,36.8875
7.020,38.7281,36.8924
7.021,45.4744,37.0281
7.022,51.9613,37.215
7.023,58.1991,37.4652
7.024,64.227,37.6804
7.025,70.0275,37.946
7.026,75.5934,38.209
7.027,81.0041,38.4708
7.028,85.8878,38.6433
7.029,89.6193,38.6523
7.030,92.188,38.5478
7.031,93.8749,38.3528
7.032,94.8263,37.9975
7.033,95.3416,37.5378
7.034,95.5995,36.9304
7.035,95.7786,36.2047
7.036,95.8936,35.4983
7.037,96.0176,34.7943
7.038,96.0915,34.141
7.039,96.1145,33.5368
7.040,96.0438,32.9113
7.041,95.8771,32.3203
7.042,95.6372,31.7038
7.043,95.2921,31.0459
7.044,94.8438,30.3406
7.045,94.3007,29.557
7.046,93.6543,28.7661
7.047,92.9019,27.9324
7.048,92.0525,27.0714
7.049,91.0702,26.2208
7.050,89.9777,25.3113
7.051,88.79,24.3858
7.052,87.4916,23.5417
7.053,86.0862,22.7755
7.054,84.5757,22.1962
7.055,82.9356,21.7625
7.056,81.0521,21.4522
7.057,78.6858,21.298
7.058,74.9926,21.1861
7.059,68.9323,21.1778
7.060,62.7715,21.2011
7.061,57.5387,21.2479
7.062,52.4835,21.2719
7.063,47.3523,21.2293
7.064,42.3462,21.2014
7.065,37.6518,21.1811
7.066,33.2827,21.1085
7.067,29.2029,21.0379
7.068,25.4229,20.9618
7.069,21.9189,20.8965
7.070,18.7257,20.9639
7.071,15.8362,21.1266
7.072,13.2715,21.3968
7.073,11.0526,21.7836
7.074,9.19777,22.201
7.075,7.66104,22.6896
7.076,6.49484,23.17
7.077,5.6811,23.6631
7.078,5.12367,24.1159
7.079,4.72141,24.4573
7.080,4.49504,24.7693
7.081,4.34335,25.0173
7.082,4.26343,25.2147
7.083,4.22029,25.396
7.084,4.19075,25.6131
7.085,4.17023,25.8755
7.086,4.16573,26.2189
7.087,4.18034,26.6053
7.088,4.22484,27.1032
7.089,4.27197,27.66
7.090,4.36907,28.281
7.091,4.47759,28.9822
7.092,4.56893,29.7251
7.093,4.66275,30.531
7.094,4.75805,31.2787
7.095,4.85113,31.9331
7.096,4.94,32.5038
7.097,5.01341,32.9326
7.098,5.1133,33.3198
7.099,5.20055,33.6941
7.100,5.28239,33.9923
7.101,5.3574,34.249
7.102,5.45287,34.4902
7.103,5.52421,34.7299
7.104,5.59937,35.0515
7.105,5.66025,35.3824
7.106,5.74836,35.7862
7.107,5.81239,36.227
7.108,5.88178,36.7188
7.109,5.91379,37.265
7.110,5.96055,37.775
7.111,5.99697,38.2165
7.112,6.03699,38.5149
7.113,6.04615,38.6288
7.114,6.07463,38.628
7.115,6.07273,38.523
7.116,6.06892,38.3589
7.117,6.05799,38.1667
7.118,6.05608,37.9159
7.119,6.03055,37.6625
7.120,6.03702,37.5041
7.121,6.022,37.3774
7.122,6.01202,37.3736
7.123,6.01542,37.4311
7.124,6.02994,37.6005
7.125,6.03472,37.8433
7.126,6.15273,38.132
7.127,6.35663,38.4667
7.128,6.70397,38.6968
7.129,7.28629,38.8267
7.130,8.27737,38.9085
7.131,9.83696,38.9292
7.132,12.7999,38.9593
7.133,17.537,38.9898
7.134,23.2768,38.9547
7.135,29.6657,38.9339
7.136,36.4669,38.9697
7.137,43.2774,39.0702
7.138,49.8681,39.2984
7.139,56.1354,39.5288
7.140,62.0762,39.7947
7.141,67.8807,40.0712
7.142,73.5714,40.3573
7.143,79.0467,40.6191
7.144,83.7452,40.7816
7.145,87.1718,40.8548
7.146,89.5184,40.7896
7.147,90.9401,40.5808
7.148,91.7582,40.2537
7.149,92.2798,39.772
7.150,92.6638,39.1284
7.151,92.9628,38.3797
7.152,93.2255,37.4805
7.153,93.4175,36.5471
7.154,93.5672,35.6769
7.155,93.5976,34.8156
7.156,93.5226,34.0022
7.157,93.2723,33.1661
7.158,92.8827,32.3239
7.159,92.3025,31.4798
7.160,91.6032,30.6297
7.161,90.7558,29.7899
7.162,89.8188,28.913
7.163,88.7525,28.0221
7.164,87.6091,27.1296
7.165,86.3541,26.2168
7.166,84.9944,25.2946
7.167,83.5362,24.3484
7.168,82.0662,23.3677
7.169,80.6073,22.5194
7.170,79.107,21.8347
7.171,77.5186,21.317
7.172,75.7728,20.9915
7.173,73.6755,20.7542
7.174,70.8307,20.6355
7.175,65.781,20.5889
7.176,59.1134,20.618
7.177,53.4072,20.6847
7.178,48.271,20.7202
7.179,43.1741,20.7828
7.180,38.0944,20.8211
7.181,33.263,20.8447
7.182,28.8156,20.8724
7.183,24.677,20.8859
7.184,20.8742,20.842
7.185,17.4339,20.8286
7.186,14.3192,20.8397
7.187,11.5622,20.9642
7.188,9.17035,21.1883
7.189,7.11803,21.4889
7.190,5.44492,21.9009
7.191,4.08572,22.3277
7.192,3.06138,22.8139
7.193,2.39297,23.3453
7.194,1.97541,23.8965
7.195,1.72214,24.4252
7.196,1.63126,24.8117
7.197,1.61703,25.1734
7.198,1.67501,25.5226
7.199,1.71477,25.8632
7.200,1.79319,26.2134
7.201,1.85094,26.5646
7.202,1.91747,26.895
7.203,1.97895,27.2995
7.204,2.05021,27.7614
7.205,2.12284,28.292
7.206,2.21992,28.8864
7.207,2.33616,29.517
7.208,2.46364,30.2383
7.209,2.59425,30.959
7.210,2.75118,31.6863
7.211,2.87905,32.3556
7.212,3.01719,32.8517
7.213,3.15052,33.282
7.214,3.25589,33.5978
7.215,3.3773,33.8475
7.216,3.49119,34.0716
7.217,3.58476,34.2349
7.218,3.67713,34.3478
7.219,3.77473,34.4861
7.220,3.86232,34.6441
7.221,3.95847,34.8772
7.222,4.0405,35.1325
7.223,4.12998,35.4166
7.224,4.22077,35.7822
7.225,4.29916,36.1968
7.226,4.36451,36.6789
7.227,4.43308,37.1188
7.228,4.4738,37.4363
7.229,4.53802,37.6842
7.230,4.58923,37.7699
7.231,4.6179,37.7919
7.232,4.63839,37.7719
7.233,4.67161,37.6726
7.234,4.69271,37.5396
7.235,4.71353,37.371
7.236,4.72341,37.1936
7.237,4.75575,37.1357
7.238,4.77926,37.095
7.239,4.81855,37.124
7.240,4.83379,37.2216
7.241,4.89353,37.3576
7.242,4.98544,37.5847
7.243,5.14484,37.8154
7.244,5.43446,38.0251
7.245,5.92956,38.1565
7.246,6.73991,38.1447
7.247,8.01721,38.1067
7.248,10.0989,38.0388
7.249,13.9561,37.9041
7.250,19.32,37.7772
7.251,25.4184,37.5929
7.252,31.8941,37.431
7.253,38.4325,37.3845
7.254,44.8544,37.3924
7.255,51.0679,37.5071
7.256,56.98,37.6652
7.257,62.5623,37.8489
7.258,67.9469,38.0946
7.259,73.2541,38.3423
7.260,78.3139,38.6207
7.261,82.6305,38.7517
7.262,85.6841,38.7297
7.263,87.6822,38.6146
7.264,88.8683,38.386
7.265,89.5094,37.9969
7.266,89.8711,37.5041
7.267,90.1021,36.8127
7.268,90.2626,36.0316
7.269,90.3788,35.2296
7.270,90.4318,34.4097
7.271,90.4689,33.6809
7.272,90.394,32.9456
7.273,90.2157,32.2237
7.274,89.9064,31.5013
7.275,89.4899,30.7821
7.276,88.8841,30.0807
7.277,88.121,29.3176
7.278,87.2147,28.524
7.279,86.2851,27.7323
7.280,85.2925,26.9132
7.281,84.2046,26.0866
7.282,83.0205,25.2536
7.283,81.7298,24.3577
7.284,80.3493,23.4865
7.285,78.9122,22.6589
7.286,77.4088,21.9487
7.287,75.8249,21.4549
7.288,74.0645,21.0917
7.289,72.0053,20.8853
7.290,69.1639,20.7884
7.291,64.2069,20.7891
7.292,57.7678,20.893
7.293,52.3162,21.0274
7.294,47.3607,21.2188
7.295,42.4739,21.3538
7.296,37.5582,21.4767
7.297,32.8536,21.5889
7.298,28.4968,21.6865
7.299,24.4631,21.7283
7.300,20.7386,21.7485
7.301,17.3212,21.6763
7.302,14.2091,21.6573
7.303,11.4759,21.7306
7.304,9.08106,21.8778
7.305,7.02608,22.1528
7.306,5.35358,22.5037
7.307,4.02201,22.935
7.308,2.98851,23.4218
7.309,2.29876,23.9559
7.310,1.84435,24.5115
7.311,1.59621,24.9775
7.312,1.46072,25.404
7.313,1.48588,25.7427
7.314,1.52575,26.0407
7.315,1.60712,26.3407
7.316,1.66878,26.627
7.317,1.74968,26.8778
7.318,1.83475,27.1659
7.319,1.90741,27.5121
7.320,1.96357,27.9347
7.321,2.04092,28.4267
7.322,2.13616,28.9681
7.323,2.2441,29.6382
7.324,2.37035,30.3625
7.325,2.51186,31.163
7.326,2.66698,31.9633
7.327,2.82552,32.708
7.328,2.98405,33.3966
7.329,3.13826,33.8851
7.330,3.27355,34.2795
7.331,3.40985,34.6029
7.332,3.51333,34.8581
7.333,3.63489,35.08
7.334,3.73706,35.2585
7.335,3.84622,35.4017
7.336,3.95722,35.5811
7.337,4.05608,35.7782
7.338,4.15225,36.0035
7.339,4.26751,36.2828
7.340,4.3365,36.5874
7.341,4.39875,36.9968
7.342,4.48905,37.4207
7.343,4.56493,37.8553
7.344,4.62491,38.2601
7.345,4.67456,38.4915
7.346,4.7273,38.6211
7.347,4.77537,38.5983
7.348,4.81337,38.499
7.349,4.85056,38.4005
7.350,4.86497,38.2383
7.351,4.91348,38.01
7.352,4.93497,37.8128
7.353,4.94617,37.6289
7.354,4.94882,37.5456
7.355,4.96706,37.5394
7.356,5.01846,37.5837
7.357,5.06387,37.7191
7.358,5.12885,37.9056
7.359,5.23601,38.2206
7.360,5.46152,38.5195
7.361,5.8931,38.7175
7.362,6.58587,38.89
7.363,7.69049,38.9593
7.364,9.55303,38.9403
7.365,13.069,38.8861
7.366,18.2281,38.7484
7.367,24.1124,38.6147
7.368,30.5285,38.4465
7.369,37.2961,38.2657
7.370,43.9607,38.2211
7.371,50.3279,38.2748
7.372,56.3317,38.4004
7.373,62.1193,38.6146
7.374,67.7817,38.8106
7.375,73.3093,39.0633
7.376,78.5387,39.2389
7.377,82.8833,39.3767
7.378,86.0233,39.4291
7.379,88.1268,39.3467
7.380,89.4097,39.1526
7.381,90.201,38.8676
7.382,90.7114,38.3953
7.383,91.0922,37.8296
7.384,91.408,37.104
7.385,91.6339,36.3008
7.386,91.7965,35.527
7.387,91.9062,34.7051
7.388,91.9061,33.9601
7.389,91.7714,33.2226
7.390,91.5062,32.4429
7.391,91.0834,31.6674
7.392,90.5521,30.8861
7.393,89.8907,30.128
7.394,89.1329,29.3519
7.395,88.2388,28.5242
7.396,87.2344,27.6987
7.397,86.1233,26.8462
7.398,84.9275,25.9778
7.399,83.6289,25.1212
7.400,82.2714,24.172
7.401,80.8489,23.2387
7.402,79.3994,22.4098
7.403,77.8717,21.6651
7.404,76.2553,21.1326
7.405,74.4058,20.7443
7.406,72.135,20.4898
7.407,68.6057,20.3677
7.408,62.6188,20.2967
7.409,56.3803,20.349
7.410,51.1827,20.431
7.411,46.2129,20.5535
7.412,41.2287,20.6551
7.413,36.2764,20.7245
7.414,31.6203,20.779
7.415,27.3127,20.8405
7.416,23.3161,20.8473
7.417,19.6247,20.8652
7.418,16.3291,20.8723
7.419,13.3858,20.9193
7.420,10.7981,21.0861
7.421,8.49768,21.3294
7.422,6.60942,21.6651
7.423,5.065,22.0706
7.424,3.87507,22.5169
7.425,3.01359,23.0304
7.426,2.43855,23.5027
7.427,2.08273,23.9839
7.428,1.90211,24.3984
7.429,1.81517,24.7185
7.430,1.80803,25.0116
7.431,1.83869,25.2591
7.432,1.9164,25.5154
7.433,1.95321,25.7876
7.434,2.00738,26.0467
7.435,2.03398,26.3376
7.436,2.1192,26.7077
7.437,2.20333,27.1286
7.438,2.286,27.663
7.439,2.37925,28.2546
7.440,2.52808,28.9289
7.441,2.65507,29.6591
7.442,2.81123,30.4123
7.443,2.92377,31.1854
7.444,3.07208,31.894
7.445,3.20036,32.5274
7.446,3.33783,33.039
7.447,3.44918,33.4412
7.448,3.57452,33.8408
7.449,3.67961,34.2153
7.450,3.79061,34.4747
7.451,3.89726,34.6693
7.452,4.01886,34.8421
7.453,4.126,35.0234
7.454,4.25873,35.2456
7.455,4.36071,35.4583
7.456,4.4784,35.7424
7.457,4.58133,36.0494
7.458,4.66516,36.4259
7.459,4.7437,36.8171
7.460,4.81437,37.1531
7.461,4.87533,37.4216
7.462,4.92641,37.5031
7.463,4.96024,37.4522
7.464,4.99644,37.3487
7.465,5.00464,37.1728
7.466,5.0222,36.9173
7.467,5.0607,36.612
7.468,5.10669,36.283
7.469,5.10273,36.0151
7.470,5.1267,35.8137
7.471,5.15513,35.6688
7.472,5.185,35.6319
7.473,5.20841,35.6377
7.474,5.26348,35.7451
7.475,5.36507,35.9037
7.476,5.58706,36.1228
7.477,5.95537,36.3611
7.478,6.5909,36.4944
7.479,7.60045,36.5739
7.480,9.24829,36.6182
7.481,12.3054,36.6154
7.482,17.6767,36.5995
7.483,23.8627,36.5427
7.484,30.3911,36.4693
7.485,37.0849,36.4205
7.486,43.7502,36.4151
7.487,50.0436,36.496
7.488,56.1182,36.7023
7.489,61.8777,36.8862
7.490,67.5247,37.0751
7.491,73.0933,37.2598
7.492,78.5326,37.5189
7.493,83.5289,37.7294
7.494,87.4487,37.8301
7.495,90.1891,37.8523
7.496,91.9665,37.7605
7.497,93.0296,37.536
7.498,93.6577,37.2136
7.499,94.0179,36.7225
7.500,94.2715,36.1004
7.501,94.468,35.38
7.502,94.6102,34.5653
7.503,94.7017,33.8189
7.504,94.7433,33.135
7.505,94.6689,32.4653
7.506,94.5256,31.813
7.507,94.273,31.1614
7.508,93.9114,30.5476
7.509,93.4309,29.8909
7.510,92.8435,29.2025
7.511,92.1422,28.5208
7.512,91.3583,27.7854
7.513,90.4384,27.0513
7.514,89.432,26.3004
7.515,88.2977,25.5217
7.516,87.0741,24.7645
7.517,85.7344,23.9851
7.518,84.3153,23.2172
7.519,82.7811,22.6021
7.520,81.1179,22.1104
7.521,79.2279,21.757
7.522,76.9376,21.538
7.523,73.3999,21.4033
7.524,67.5076,21.4024
7.525,61.405,21.436
7.526,56.2523,21.5478
7.527,51.307,21.6644
7.528,46.3335,21.7396
7.529,41.3803,21.7931
7.530,36.707,21.7869
7.531,32.4046,21.767
7.532,28.3826,21.7372
7.533,24.6532,21.6476
7.534,21.1933,21.5476
7.535,17.9889,21.5032
7.536,15.1625,21.5051
7.537,12.6799,21.6357
7.538,10.5074,21.8785
7.539,8.70306,22.1894
7.540,7.21998,22.5796
7.541,6.09312,22.9907
7.542,5.26853,23.4698
7.543,4.71368,23.9409
7.544,4.34215,24.3799
7.545,4.10337,24.7706
7.546,3.9628,25.036
7.547,3.90184,25.3038
7.548,3.89463,25.5611
7.549,3.86344,25.8153
7.550,3.83952,26.0945
7.551,3.85483,26.3819
7.552,3.87254,26.6868
7.553,3.92333,27.0852
7.554,3.97577,27.5276
7.555,4.0822,28.0748
7.556,4.20152,28.6844
7.557,4.30518,29.3383
7.558,4.40616,30.0685
7.559,4.5013,30.8079
7.560,4.60656,31.5778
7.561,4.71991,32.2587
7.562,4.81141,32.7797
7.563,4.91732,33.2296
7.564,5.02914,33.5819
7.565,5.15129,33.8647
7.566,5.25852,34.1066
7.567,5.36759,34.2745
7.568,5.4811,34.4116
7.569,5.59443,34.5896
7.570,5.69797,34.7841
7.571,5.78961,35.0679
7.572,5.8754,35.3744
7.573,5.94963,35.7717
7.574,6.02746,36.2349
7.575,6.12492,36.7329
7.576,6.19142,37.2679
7.577,6.23892,37.7177
7.578,6.293,38.0377
7.579,6.34295,38.1966
7.580,6.37158,38.18
7.581,6.39393,38.0935
7.582,6.39679,37.939
7.583,6.40671,37.7198
7.584,6.42065,37.4934
7.585,6.43161,37.243
7.586,6.40555,36.9908
7.587,6.41228,36.8702
7.588,6.40912,36.788
7.589,6.43078,36.8061
7.590,6.45299,36.8802
7.591,6.5188,37.028
7.592,6.66053,37.2508
7.593,6.97016,37.4829
7.594,7.46048,37.7218
7.595,8.30777,37.8711
7.596,9.64144,37.9231
7.597,12.0187,37.9605
7.598,16.3992,37.9657
7.599,22.0617,37.954
7.600,28.3617,37.9394
7.601,35.1703,37.8564
7.602,42.0466,37.8078
7.603,48.7254,37.8808
7.604,55.0648,38.0042
7.605,61.1875,38.2281
7.606,67.0779,38.4728
7.607,72.8927,38.7626
7.608,78.5078,39.061
7.609,83.5257,39.3429
7.610,87.3259,39.5889
7.611,89.9677,39.6862
7.612,91.6479,39.6578
7.613,92.6507,39.5216
7.614,93.2925,39.2483
7.615,93.7416,38.825
7.616,94.081,38.2475
7.617,94.3698,37.4819
7.618,94.6046,36.6373
7.619,94.7897,35.7402
7.620,94.8219,34.8427
7.621,94.7592,34.0219
7.622,94.5375,33.1964
7.623,94.1569,32.3914
7.624,93.6264,31.5574
7.625,92.9794,30.7039
7.626,92.1901,29.8639
7.627,91.3236,29.0133
7.628,90.3344,28.1736
7.629,89.2682,27.3199
7.630,88.0997,26.4616
7.631,86.85,25.6135
7.632,85.4752,24.7511
7.633,84.0372,23.8864
7.634,82.4861,23.0544
7.635,80.9083,22.2393
7.636,79.2397,21.5743
7.637,77.4948,21.1043
7.638,75.4959,20.775
7.639,72.9777,20.6041
7.640,68.7795,20.5123
7.641,62.3345,20.5265
7.642,56.2702,20.609
7.643,51.0756,20.7344
7.644,45.9949,20.89
7.645,40.9214,20.9803
7.646,35.9503,21.0654
7.647,31.3785,21.1141
7.648,27.1542,21.1398
7.649,23.209,21.1395
7.650,19.5599,21.1274
7.651,16.2396,21.0847
7.652,13.2767,21.1272
7.653,10.7023,21.2509
7.654,8.48584,21.4656
7.655,6.63715,21.7745
7.656,5.11204,22.1447
7.657,3.96756,22.612
7.658,3.17816,23.109
7.659,2.65442,23.6782
7.660,2.3347,24.2539
7.661,2.18468,24.7386
7.662,2.12553,25.1898
7.663,2.11356,25.5375
7.664,2.14922,25.8758
7.665,2.19385,26.2278
7.666,2.24142,26.5689
7.667,2.27513,26.8869
7.668,2.3351,27.2399
7.669,2.40681,27.6206
7.670,2.49534,28.0874
7.671,2.57866,28.628
7.672,2.66668,29.2404
7.673,2.80915,29.9545
7.674,2.95702,30.6755
7.675,3.08487,31.4379
7.676,3.22504,32.1807
7.677,3.35873,32.8857
7.678,3.47784,33.5124
7.679,3.58856,33.9401
7.680,3.70734,34.2934
7.681,3.81179,34.5589
7.682,3.92578,34.7469
7.683,4.02706,34.8923
7.684,4.13442,34.9857
7.685,4.23094,35.0339
7.686,4.34482,35.1437
7.687,4.44563,35.2811
7.688,4.52147,35.4912
7.689,4.61262,35.745
7.690,4.71308,36.0549
7.691,4.80172,36.4773
7.692,4.87371,36.913
7.693,4.94204,37.3635
