Time A1 (s),Pressure A1 (mmHg),Volume A1 (μl)
4.670,5.63044,37.7413
4.671,5.63453,37.6661
4.672,5.65469,37.6248
4.673,5.6623,37.6275
4.674,5.68944,37.6782
4.675,5.68441,37.7466
4.676,5.69034,37.9104
4.677,5.67038,38.1022
4.678,5.67155,38.3491
4.679,5.67301,38.587
4.680,5.68787,38.6681
4.681,5.70993,38.6903
4.682,5.76832,38.5919
4.683,5.88004,38.3822
4.684,6.14212,38.132
4.685,6.56552,37.8884
4.686,7.28364,37.7048
4.687,8.43527,37.5834
4.688,10.3574,37.5239
4.689,13.9455,37.6034
4.690,19.1102,37.8358
4.691,25.058,38.1128
4.692,31.4019,38.4841
4.693,38.1929,38.8326
4.694,45.0304,39.2351
4.695,51.4431,39.6122
4.696,57.4717,39.9445
4.697,63.188,40.1875
4.698,68.7671,40.2923
4.699,74.3004,40.2763
4.700,79.6284,40.1796
4.701,84.1649,39.9135
4.702,87.4083,39.5605
4.703,89.4916,39.0727
4.704,90.7016,38.4901
4.705,91.3218,37.9619
4.706,91.6527,37.4548
4.707,91.8664,36.9584
4.708,92.0167,36.4714
4.709,92.1098,35.9313
4.710,92.1987,35.3866
4.711,92.2374,34.7847
4.712,92.2204,34.1407
4.713,92.1036,33.4366
4.714,91.829,32.6197
4.715,91.4376,31.7649
4.716,90.8964,30.8453
4.717,90.1994,29.8251
4.718,89.3847,28.7709
4.719,88.4792,27.6137
4.720,87.4555,26.4121
4.721,86.3239,25.3647
4.722,85.0768,24.4329
4.723,83.7595,23.7155
4.724,82.3683,23.1339
4.725,80.9367,22.6595
4.726,79.4863,22.3255
4.727,77.9715,22.0329
4.728,76.3438,21.8379
4.729,74.4623,21.6728
4.730,72.0542,21.5227
4.731,68.1244,21.3676
4.732,61.8265,21.2091
4.733,55.774,21.046
4.734,50.6029,20.9282
4.735,45.6308,20.7509
4.736,40.6491,20.5835
4.737,35.7843,20.4454
4.738,31.2358,20.3594
4.739,27.0649,20.3951
4.740,23.171,20.4882
4.741,19.6122,20.6603
4.742,16.3517,20.8993
4.743,13.4183,21.1919
4.744,10.8189,21.5996
4.745,8.57662,22.0167
4.746,6.68069,22.4496
4.747,5.13597,22.8236
4.748,3.93221,23.1134
4.749,3.10083,23.3869
4.750,2.53322,23.6467
4.751,2.20026,23.8946
4.752,2.00957,24.1754
4.753,1.96648,24.4364
4.754,1.98775,24.7055
4.755,2.04526,25.0634
4.756,2.1018,25.4586
4.757,2.1844,25.9535
4.758,2.24118,26.496
4.759,2.30624,27.101
4.760,2.37246,27.7853
4.761,2.45765,28.4964
4.762,2.55624,29.2154
4.763,2.663,29.8221
4.764,2.77877,30.3119
4.765,2.90245,30.751
4.766,3.0426,31.1157
4.767,3.20853,31.4638
4.768,3.33725,31.8119
4.769,3.45951,32.1223
4.770,3.58556,32.4316
4.771,3.71411,32.7583
4.772,3.81502,33.0852
4.773,3.92015,33.4947
4.774,4.02581,33.9223
4.775,4.13821,34.3815
4.776,4.22794,34.8627
4.777,4.33149,35.3816
4.778,4.42152,35.9113
4.779,4.50191,36.3409
4.780,4.58675,36.6824
4.781,4.65247,36.9209
4.782,4.71583,37.0534
4.783,4.77433,37.2002
4.784,4.81154,37.308
4.785,4.85777,37.3306
4.786,4.89033,37.3179
4.787,4.92716,37.2833
4.788,4.94091,37.2796
4.789,4.95394,37.3609
4.790,4.96314,37.4609
4.791,5.00164,37.6487
4.792,4.98152,37.8521
4.793,4.9988,38.0774
4.794,5.004,38.3192
4.795,5.02905,38.5318
4.796,5.04137,38.7069
4.797,5.08896,38.715
4.798,5.13079,38.6146
4.799,5.24001,38.4683
4.800,5.44545,38.26
4.801,5.83302,38.0168
4.802,6.47674,37.7608
4.803,7.49317,37.4997
4.804,9.05579,37.3151
4.805,11.9529,37.2666
4.806,16.707,37.3132
4.807,22.4089,37.5107
4.808,28.5942,37.7432
4.809,35.1163,38.0566
4.810,41.6692,38.3859
4.811,47.9955,38.7515
4.812,53.9836,39.1108
4.813,59.7647,39.378
4.814,65.3873,39.5501
4.815,70.8915,39.624
4.816,76.1582,39.5863
4.817,80.8071,39.47
4.818,84.2856,39.216
4.819,86.6349,38.8331
4.820,88.0828,38.3939
4.821,88.9258,37.9156
4.822,89.4303,37.4645
4.823,89.7757,37.0725
4.824,90.0279,36.6434
4.825,90.2117,36.2126
4.826,90.3265,35.7369
4.827,90.3866,35.2412
4.828,90.3313,34.6784
4.829,90.1885,34.0119
4.830,89.8814,33.2875
4.831,89.4275,32.4557
4.832,88.8235,31.5353
4.833,88.1379,30.5338
4.834,87.301,29.4394
4.835,86.347,28.2827
4.836,85.2862,27.1006
4.837,84.1757,25.8951
4.838,82.9873,24.8557
4.839,81.7175,23.9808
4.840,80.3157,23.2593
4.841,78.9538,22.695
4.842,77.5812,22.2312
4.843,76.1395,21.9137
4.844,74.6071,21.6681
4.845,72.8486,21.5145
4.846,70.6978,21.4062
4.847,67.4361,21.2849
4.848,61.7097,21.1775
4.849,55.3664,21.0777
4.850,50.1054,20.9563
4.851,45.2107,20.8497
4.852,40.2998,20.7035
4.853,35.3989,20.55
4.854,30.7406,20.4845
4.855,26.4814,20.4749
4.856,22.614,20.5626
4.857,19.0554,20.7145
4.858,15.8302,20.9212
4.859,12.9227,21.2087
4.860,10.3177,21.5316
4.861,8.02471,21.9419
4.862,6.10855,22.3486
4.863,4.55578,22.6833
4.864,3.35621,22.9936
4.865,2.49212,23.2153
4.866,1.91074,23.4219
4.867,1.59071,23.649
4.868,1.40882,23.8638
4.869,1.33437,24.0915
4.870,1.36191,24.3568
4.871,1.42358,24.6336
4.872,1.50077,25.0164
4.873,1.57352,25.454
4.874,1.65051,25.9898
4.875,1.71287,26.6338
4.876,1.79719,27.3246
4.877,1.86782,28.1076
4.878,1.97362,28.8868
4.879,2.09726,29.63
4.880,2.26145,30.311
4.881,2.42583,30.8575
4.882,2.60099,31.3692
4.883,2.75953,31.8325
4.884,2.91551,32.2296
4.885,3.07559,32.5743
4.886,3.22758,32.8734
4.887,3.38146,33.1619
4.888,3.52759,33.4945
4.889,3.64201,33.8222
4.890,3.77769,34.2055
4.891,3.91565,34.6184
4.892,4.03111,35.052
4.893,4.1443,35.5403
4.894,4.26156,35.9914
4.895,4.39183,36.4156
4.896,4.51028,36.7349
4.897,4.61244,36.8728
4.898,4.71762,36.9573
4.899,4.81128,36.932
4.900,4.89526,36.8782
4.901,4.97121,36.7952
4.902,5.02226,36.6452
4.903,5.07039,36.5028
4.904,5.1289,36.3982
4.905,5.14491,36.2832
4.906,5.19652,36.3074
4.907,5.23047,36.3916
4.908,5.25492,36.5299
4.909,5.26465,36.728
4.910,5.29306,36.9447
4.911,5.31404,37.2063
4.912,5.33836,37.4039
4.913,5.35316,37.5042
4.914,5.40731,37.5281
4.915,5.49932,37.4268
4.916,5.67938,37.2861
4.917,6.02322,37.1229
4.918,6.60626,36.8949
4.919,7.56272,36.6791
4.920,9.10303,36.4802
4.921,11.8906,36.3314
4.922,16.8538,36.3225
4.923,22.7083,36.3775
4.924,28.9693,36.5403
4.925,35.6804,36.7851
4.926,42.4302,37.0927
4.927,48.8691,37.4319
4.928,55.0305,37.7331
4.929,60.8218,38.0161
4.930,66.3401,38.2038
4.931,71.7625,38.2819
4.932,77.1141,38.2771
4.933,82.0682,38.1762
4.934,86.0555,37.9286
4.935,88.9168,37.5875
4.936,90.8238,37.1157
4.937,91.9084,36.614
4.938,92.532,36.1712
4.939,92.8706,35.7357
4.940,93.1113,35.3702
4.941,93.2959,34.9981
4.942,93.4295,34.6293
4.943,93.512,34.2274
4.944,93.5636,33.7458
4.945,93.5317,33.2344
4.946,93.406,32.6536
4.947,93.1383,31.989
4.948,92.7609,31.2204
4.949,92.2273,30.3541
4.950,91.5966,29.3974
4.951,90.8368,28.3674
4.952,89.9767,27.2478
4.953,88.9917,26.1583
4.954,87.9244,25.1462
4.955,86.7409,24.2554
4.956,85.4571,23.5635
4.957,84.0762,22.9795
4.958,82.6464,22.5248
4.959,81.13,22.162
4.960,79.5301,21.9162
4.961,77.7404,21.7679
4.962,75.5747,21.6558
4.963,72.3972,21.5895
4.964,66.8734,21.5103
4.965,60.5876,21.4178
4.966,55.3294,21.2992
4.967,50.3957,21.179
4.968,45.4679,21.044
4.969,40.528,20.9211
4.970,35.8345,20.7919
4.971,31.494,20.7537
4.972,27.4953,20.8055
4.973,23.7507,20.9292
4.974,20.3327,21.1094
4.975,17.1885,21.3385
4.976,14.3494,21.6787
4.977,11.8258,22.0712
4.978,9.63381,22.4942
4.979,7.79153,22.9212
4.980,6.32349,23.239
4.981,5.21678,23.5165
4.982,4.46296,23.7198
4.983,3.94044,23.8889
4.984,3.59077,24.0456
4.985,3.38043,24.1934
4.986,3.29197,24.3219
4.987,3.25289,24.507
4.988,3.25095,24.7396
4.989,3.27126,25.0605
4.990,3.28175,25.4522
4.991,3.29473,25.9156
4.992,3.35183,26.5207
4.993,3.38652,27.1711
4.994,3.45503,27.8772
4.995,3.55536,28.5878
4.996,3.67602,29.241
4.997,3.79432,29.8622
4.998,3.90479,30.3611
4.999,4.00787,30.8282
5.000,4.11662,31.2793
5.001,4.22574,31.6818
5.002,4.33077,32.0608
5.003,4.44139,32.4346
5.004,4.55113,32.8077
5.005,4.66811,33.222
5.006,4.78308,33.6573
5.007,4.8839,34.1127
5.008,4.98818,34.6182
5.009,5.06315,35.1206
5.010,5.15632,35.6776
5.011,5.2405,36.1882
5.012,5.35437,36.621
5.013,5.43708,36.9757
5.014,5.49942,37.1384
5.015,5.57301,37.2592
5.016,5.63682,37.3011
5.017,5.7052,37.2488
5.018,5.77354,37.1406
5.019,5.82654,36.9677
5.020,5.86569,36.7591
5.021,5.87863,36.6213
5.022,5.90122,36.5072
5.023,5.92913,36.4785
5.024,5.93345,36.5045
5.025,5.92254,36.5694
5.026,5.92804,36.7299
5.027,5.92252,36.897
5.028,5.92433,37.0726
5.029,5.9407,37.1968
5.030,5.96449,37.1666
5.031,6.03595,37.1226
5.032,6.19018,36.98
5.033,6.49065,36.7986
5.034,6.97618,36.662
5.035,7.79907,36.5002
5.036,9.09898,36.3726
5.037,11.3246,36.292
5.038,15.6313,36.2622
5.039,21.5391,36.3826
5.040,28.001,36.6097
5.041,34.8971,36.9085
5.042,41.9082,37.3019
5.043,48.6168,37.7018
5.044,54.9529,38.1707
5.045,60.9926,38.5636
5.046,66.8744,38.8855
5.047,72.6591,39.1128
5.048,78.3188,39.2167
5.049,83.5415,39.1982
5.050,87.6749,39.0914
5.051,90.6152,38.8035
5.052,92.5307,38.4282
5.053,93.7058,37.9459
5.054,94.4497,37.405
5.055,94.958,36.9303
5.056,95.337,36.4574
5.057,95.6616,36.0181
5.058,95.9277,35.5782
5.059,96.1112,35.106
5.060,96.2272,34.6199
5.061,96.2552,34.0615
5.062,96.1373,33.4551
5.063,95.8876,32.7581
5.064,95.4906,31.9531
5.065,94.9828,31.087
5.066,94.3563,30.1443
5.067,93.6081,29.0879
5.068,92.729,27.9893
5.069,91.782,26.8341
5.070,90.7113,25.7032
5.071,89.5419,24.7344
5.072,88.2715,23.8726
5.073,86.9049,23.2472
5.074,85.4605,22.747
5.075,83.9754,22.3349
5.076,82.3877,22.0356
5.077,80.6677,21.8078
5.078,78.676,21.6905
5.079,76.0935,21.5894
5.080,71.7368,21.5162
5.081,65.3315,21.4508
5.082,59.4762,21.4047
5.083,54.3658,21.2984
5.084,49.3249,21.1603
5.085,44.2694,20.9476
5.086,39.3588,20.7605
5.087,34.7902,20.5958
5.088,30.5196,20.4884
5.089,26.494,20.4823
5.090,22.7795,20.5385
5.091,19.3785,20.6937
5.092,16.2744,20.9338
5.093,13.5237,21.2474
5.094,11.14,21.6458
5.095,9.15379,22.0557
5.096,7.5146,22.4817
5.097,6.23073,22.7988
5.098,5.28014,23.0427
5.099,4.62974,23.2733
5.100,4.16447,23.5029
5.101,3.8966,23.717
5.102,3.75379,23.9422
5.103,3.68678,24.1715
5.104,3.63458,24.4583
5.105,3.61137,24.8248
5.106,3.57561,25.2466
5.107,3.56288,25.7741
5.108,3.56531,26.3583
5.109,3.6167,27.0325
5.110,3.68066,27.7601
5.111,3.76621,28.5225
5.112,3.86965,29.2982
5.113,3.98669,29.9732
5.114,4.10132,30.5791
5.115,4.19472,31.0691
5.116,4.29665,31.4884
5.117,4.40468,31.9012
5.118,4.48646,32.2898
5.119,4.57622,32.6475
5.120,4.66604,33.0179
5.121,4.75877,33.4058
5.122,4.85596,33.7877
5.123,4.95005,34.1671
5.124,5.01976,34.5609
5.125,5.11445,35.028
5.126,5.20254,35.4968
5.127,5.28663,36.0409
5.128,5.37769,36.5844
5.129,5.45684,37.0199
5.130,5.51354,37.3866
5.131,5.59077,37.6073
5.132,5.64765,37.7311
5.133,5.70286,37.7794
5.134,5.72765,37.7476
5.135,5.76004,37.6601
5.136,5.77916,37.5369
5.137,5.81006,37.3748
5.138,5.80366,37.2891
5.139,5.82014,37.2775
5.140,5.82954,37.3004
5.141,5.83598,37.4069
5.142,5.84262,37.5472
5.143,5.84201,37.773
5.144,5.84246,38.0017
5.145,5.86585,38.2104
5.146,5.88231,38.3915
5.147,5.95282,38.3773
5.148,6.07357,38.2984
5.149,6.30972,38.1786
5.150,6.73946,38.02
5.151,7.44263,37.8968
5.152,8.60089,37.7446
5.153,10.556,37.6018
5.154,14.2488,37.5302
5.155,19.4811,37.5077
5.156,25.4477,37.6151
5.157,32.0493,37.8961
5.158,38.9441,38.2181
5.159,45.6906,38.649
5.160,52.0807,39.0559
5.161,58.1619,39.4827
5.162,63.9928,39.8341
5.163,69.7039,40.0682
5.164,75.279,40.2098
5.165,80.5558,40.2507
5.166,84.9351,40.1699
5.167,88.0515,40.0198
5.168,90.0934,39.654
5.169,91.3146,39.1418
5.170,92.0236,38.5555
5.171,92.4547,37.9072
5.172,92.7029,37.3014
5.173,92.8816,36.708
5.174,93.0285,36.1201
5.175,93.1429,35.5558
5.176,93.1833,34.9425
5.177,93.1524,34.3141
5.178,92.9795,33.6229
5.179,92.6832,32.8555
5.180,92.2545,32.051
5.181,91.6669,31.1408
5.182,90.959,30.1679
5.183,90.1383,29.1662
5.184,89.1896,28.0754
5.185,88.1357,26.9472
5.186,86.9715,25.7953
5.187,85.7452,24.6602
5.188,84.4286,23.763
5.189,82.9924,23.0166
5.190,81.5324,22.4447
5.191,80.0596,22.0176
5.192,78.5209,21.6635
5.193,76.882,21.4454
5.194,75.0104,21.2629
5.195,72.684,21.1661
5.196,68.9894,21.1217
5.197,62.8614,21.0848
5.198,56.6783,21.0308
5.199,51.4324,20.9748
5.200,46.4441,20.8736
5.201,41.4461,20.7885
5.202,36.5029,20.6684
5.203,31.859,20.5808
5.204,27.5884,20.5683
5.205,23.6609,20.6015
5.206,20.0181,20.7247
5.207,16.7002,20.8878
5.208,13.7448,21.121
5.209,11.0882,21.4644
5.210,8.77853,21.8511
5.211,6.83347,22.3172
5.212,5.22653,22.7586
5.213,3.98581,23.1607
5.214,3.09332,23.5166
5.215,2.49219,23.7895
5.216,2.14986,24.0472
5.217,1.96901,24.3161
5.218,1.92057,24.5648
5.219,1.92031,24.8277
5.220,1.99087,25.1251
5.221,2.04927,25.4543
5.222,2.10955,25.9093
5.223,2.16429,26.4155
5.224,2.24261,26.9911
5.225,2.308,27.6264
5.226,2.39304,28.3211
5.227,2.48446,29.0826
5.228,2.5909,29.8145
5.229,2.69737,30.5082
5.230,2.85395,31.1051
5.231,2.99301,31.5798
5.232,3.13564,32.0167
5.233,3.27071,32.4003
5.234,3.41354,32.7192
5.235,3.52638,32.9991
5.236,3.63815,33.2411
5.237,3.77242,33.4824
5.238,3.88712,33.7743
5.239,3.97736,34.0777
5.240,4.10213,34.4555
5.241,4.20277,34.8567
5.242,4.31125,35.3063
5.243,4.39514,35.7794
5.244,4.48136,36.2368
5.245,4.5775,36.6786
5.246,4.6471,36.991
5.247,4.70515,37.1768
5.248,4.77064,37.3071
5.249,4.82482,37.3333
5.250,4.86226,37.3119
5.251,4.89549,37.253
5.252,4.93098,37.1569
5.253,4.95309,37.0768
5.254,4.99021,37.0084
5.255,5.00482,36.9659
5.256,5.03999,37.0411
5.257,5.05752,37.1448
5.258,5.0922,37.3282
5.259,5.11828,37.5563
5.260,5.14805,37.832
5.261,5.14426,38.1269
5.262,5.19529,38.3284
5.263,5.24623,38.4566
5.264,5.37514,38.4452
5.265,5.56404,38.3332
5.266,5.92802,38.1989
5.267,6.52918,38.027
5.268,7.49445,37.8455
5.269,8.99657,37.6853
5.270,11.728,37.5309
5.271,16.3525,37.4407
5.272,21.9869,37.4761
5.273,28.149,37.5642
5.274,34.6002,37.7721
5.275,41.0757,38.0279
5.276,47.3233,38.3775
5.277,53.2388,38.7344
5.278,58.9927,39.0638
5.279,64.6011,39.3432
5.280,70.1172,39.5037
5.281,75.4337,39.5516
5.282,80.1739,39.5035
5.283,83.7549,39.3244
5.284,86.2317,39.0342
5.285,87.7634,38.6064
5.286,88.6545,38.0385
5.287,89.1825,37.4532
5.288,89.5303,36.8902
5.289,89.7709,36.3522
5.290,89.9396,35.8763
5.291,90.0271,35.377
5.292,90.0512,34.8858
5.293,89.9756,34.3312
5.294,89.8126,33.7194
5.295,89.5208,33.0697
5.296,89.0937,32.3189
5.297,88.5193,31.5128
5.298,87.8065,30.6299
5.299,87.0299,29.6652
5.300,86.1705,28.6483
5.301,85.1975,27.5575
5.302,84.135,26.4428
5.303,82.9727,25.3831
5.304,81.7,24.3247
5.305,80.3203,23.4364
5.306,78.8882,22.7375
5.307,77.421,22.177
5.308,75.9027,21.7812
5.309,74.3177,21.4502
5.310,72.5775,21.2226
5.311,70.4493,21.0643
5.312,67.3194,20.9609
5.313,61.7768,20.9056
5.314,55.3264,20.8408
5.315,50.0199,20.7752
5.316,45.1042,20.7175
5.317,40.1762,20.6308
5.318,35.2445,20.5426
5.319,30.5159,20.4639
5.320,26.1979,20.3966
5.321,22.2707,20.4353
5.322,18.6889,20.5328
5.323,15.4369,20.7189
5.324,12.5314,20.9781
5.325,9.97851,21.2967
5.326,7.74839,21.7534
5.327,5.85406,22.246
5.328,4.27939,22.7935
5.329,3.07311,23.3126
5.330,2.1947,23.6964
5.331,1.62027,24.0484
5.332,1.26013,24.3417
5.333,1.07385,24.6201
5.334,1.03715,24.9168
5.335,1.06406,25.1988
5.336,1.14819,25.4731
5.337,1.22357,25.823
5.338,1.29865,26.2044
5.339,1.36246,26.6891
5.340,1.43818,27.2388
5.341,1.52652,27.8515
5.342,1.62053,28.5529
5.343,1.71375,29.2419
5.344,1.82488,29.9916
5.345,1.97312,30.7486
5.346,2.09848,31.4225
5.347,2.28638,32.0367
5.348,2.47392,32.5167
5.349,2.65824,32.9477
5.350,2.82524,33.3368
5.351,3.00761,33.6675
5.352,3.17893,33.9738
5.353,3.34435,34.262
5.354,3.50363,34.5402
5.355,3.66024,34.8704
5.356,3.82062,35.194
5.357,3.95956,35.5582
5.358,4.10574,35.9641
5.359,4.24738,36.3776
5.360,4.36947,36.8315
5.361,4.48409,37.2474
5.362,4.60114,37.6175
5.363,4.69789,37.8976
5.364,4.78407,37.9786
5.365,4.86424,38.03
5.366,4.92169,37.9986
5.367,4.97809,37.8838
5.368,5.01821,37.7442
5.369,5.06844,37.5241
5.370,5.11008,37.2812
5.371,5.14958,37.151
5.372,5.15766,37.0503
5.373,5.17779,37.0654
5.374,5.19129,37.1451
5.375,5.21626,37.2608
5.376,5.23519,37.4347
5.377,5.26075,37.6185
5.378,5.29238,37.821
5.379,5.34469,38
5.380,5.44238,38.1299
5.381,5.62027,38.1531
5.382,5.9407,38.0098
5.383,6.48601,37.8313
5.384,7.36444,37.6458
5.385,8.79735,37.3782
5.386,11.3731,37.129
5.387,15.9651,36.9656
5.388,21.7565,36.8831
5.389,28.0955,36.94
5.390,34.8157,37.0512
5.391,41.6323,37.2515
5.392,47.9699,37.5189
5.393,54.1312,37.802
5.394,60.0262,38.1059
5.395,65.7235,38.3242
5.396,71.3021,38.475
5.397,76.7789,38.5365
5.398,81.8473,38.4853
5.399,85.8114,38.3379
5.400,88.5615,38.1048
5.401,90.3326,37.7075
5.402,91.3025,37.2123
5.403,91.8628,36.5943
5.404,92.2272,35.9537
5.405,92.4666,35.4206
5.406,92.6596,34.9029
5.407,92.846,34.451
5.408,92.9531,33.9903
5.409,93.0168,33.4988
5.410,92.9917,32.9882
5.411,92.8524,32.4296
5.412,92.5711,31.84
5.413,92.1741,31.167
5.414,91.6401,30.4106
5.415,90.9878,29.5928
5.416,90.2285,28.7195
5.417,89.3812,27.7858
5.418,88.4005,26.8265
5.419,87.306,25.8123
5.420,86.1071,24.8074
5.421,84.8373,23.833
5.422,83.4727,22.9958
5.423,82.0456,22.4143
5.424,80.5533,21.9505
5.425,78.9853,21.6255
5.426,77.2539,21.4069
5.427,75.214,21.284
5.428,72.4205,21.2317
5.429,67.4754,21.1535
5.430,61.0249,21.1009
5.431,55.5256,21.0438
5.432,50.5131,20.9782
5.433,45.5777,20.881
5.434,40.6128,20.7742
5.435,35.8287,20.6473
5.436,31.38,20.572
5.437,27.2971,20.5206
5.438,23.5155,20.5585
5.439,20.0244,20.6874
5.440,16.8129,20.8763
5.441,13.958,21.1512
5.442,11.3831,21.494
5.443,9.16212,21.9446
5.444,7.29468,22.4446
5.445,5.81542,22.9314
5.446,4.6985,23.4024
5.447,3.91858,23.7479
5.448,3.39981,24.0404
5.449,3.08894,24.2819
5.450,2.91483,24.5002
5.451,2.85651,24.7086
5.452,2.8433,24.9258
5.453,2.86249,25.1418
5.454,2.87909,25.4358
5.455,2.91126,25.8084
5.456,2.94766,26.245
5.457,2.99416,26.7363
5.458,3.05745,27.2678
5.459,3.14833,27.9222
5.460,3.22793,28.6216
5.461,3.34273,29.3612
5.462,3.47293,30.0853
5.463,3.6136,30.6546
5.464,3.72923,31.1704
5.465,3.8251,31.6069
5.466,3.95157,31.9966
5.467,4.06675,32.3516
5.468,4.17893,32.6631
5.469,4.29829,32.9701
5.470,4.41197,33.3002
5.471,4.54375,33.6394
5.472,4.64329,34.0188
5.473,4.74913,34.4212
5.474,4.8519,34.854
5.475,4.96627,35.3918
5.476,5.04162,35.913
5.477,5.12167,36.45
5.478,5.20905,36.9448
5.479,5.30633,37.327
5.480,5.36784,37.6431
5.481,5.41524,37.7635
5.482,5.47853,37.8122
5.483,5.54074,37.8207
5.484,5.60443,37.7296
5.485,5.65216,37.5776
5.486,5.68253,37.3946
5.487,5.70022,37.1939
5.488,5.7281,37.0775
5.489,5.74662,36.9782
5.490,5.75283,36.9443
5.491,5.75694,36.9915
5.492,5.7703,37.0597
5.493,5.78203,37.1736
5.494,5.78558,37.2807
5.495,5.83754,37.3757
5.496,5.91526,37.4189
5.497,6.05371,37.2927
5.498,6.32772,37.1687
5.499,6.79573,37.0199
5.500,7.58218,36.8137
5.501,8.84171,36.6443
5.502,10.9521,36.4308
5.503,15.0274,36.2367
5.504,20.7205,36.1837
5.505,27.097,36.2305
5.506,33.8751,36.3938
5.507,40.7055,36.6498
5.508,47.3349,36.9724
5.509,53.7005,37.4091
5.510,59.7177,37.8074
5.511,65.5271,38.2284
5.512,71.2663,38.5556
5.513,76.9124,38.7618
5.514,82.2533,38.8886
5.515,86.5559,38.9222
5.516,89.6444,38.7818
5.517,91.6787,38.5503
5.518,92.9473,38.1311
5.519,93.7062,37.6081
5.520,94.242,37.0237
5.521,94.6251,36.3958
5.522,94.9497,35.8747
5.523,95.2185,35.3675
5.524,95.4545,34.8476
5.525,95.5938,34.3174
5.526,95.6329,33.7409
5.527,95.5477,33.1467
5.528,95.3114,32.4612
5.529,94.9513,31.6989
5.530,94.4732,30.8922
5.531,93.8662,29.9976
5.532,93.1716,29.0396
5.533,92.3431,28.0465
5.534,91.4145,27.0012
5.535,90.379,25.951
5.536,89.2427,24.8962
5.537,87.9752,23.9023
5.538,86.6162,23.1379
5.539,85.1859,22.5055
5.540,83.6983,22.0609
5.541,82.1458,21.7467
5.542,80.4578,21.5073
5.543,78.504,21.3861
5.544,76.0378,21.3157
5.545,71.9395,21.3306
5.546,65.6216,21.3152
5.547,59.6481,21.2809
5.548,54.4957,21.2367
5.549,49.4718,21.1868
5.550,44.4277,21.0851
5.551,39.4397,20.9943
5.552,34.8284,20.839
5.553,30.5302,20.7155
5.554,26.4879,20.6592
5.555,22.753,20.6471
5.556,19.3861,20.7452
5.557,16.3095,20.9205
5.558,13.592,21.1795
5.559,11.1756,21.5304
5.560,9.15852,21.9342
5.561,7.52763,22.3939
5.562,6.24065,22.7881
5.563,5.25489,23.1361
5.564,4.60261,23.4127
5.565,4.14306,23.6386
5.566,3.86083,23.8607
5.567,3.69337,24.0904
5.568,3.61778,24.3421
5.569,3.56162,24.6496
5.570,3.54398,24.9546
5.571,3.50996,25.2848
5.572,3.5169,25.7328
5.573,3.53235,26.2438
5.574,3.57371,26.8438
5.575,3.63872,27.4963
5.576,3.73819,28.2266
5.577,3.84339,29.0008
5.578,3.96602,29.7624
5.579,4.07936,30.5024
5.580,4.18842,31.0957
5.581,4.27893,31.5886
5.582,4.39579,32.0187
5.583,4.50953,32.3935
5.584,4.62032,32.7394
5.585,4.7161,33.0552
5.586,4.81629,33.3233
5.587,4.91213,33.6065
5.588,5.0378,33.9315
5.589,5.14058,34.2733
5.590,5.24552,34.6487
5.591,5.35278,35.0143
5.592,5.47337,35.4641
5.593,5.59393,35.9337
5.594,5.71081,36.4247
5.595,5.8065,36.9095
5.596,5.91205,37.2588
5.597,5.96954,37.5086
5.598,6.04198,37.6345
5.599,6.07639,37.662
5.600,6.12157,37.6373
5.601,6.1512,37.5495
5.602,6.18182,37.4018
5.603,6.17874,37.2778
5.604,6.19521,37.1828
5.605,6.19495,37.1531
5.606,6.20218,37.1937
5.607,6.19043,37.2676
5.608,6.18017,37.4422
5.609,6.18834,37.6086
5.610,6.19209,37.8059
5.611,6.20033,38.0297
5.612,6.26133,38.1796
5.613,6.38056,38.2695
5.614,6.61935,38.2015
5.615,7.03283,38.0762
5.616,7.72827,37.9469
5.617,8.86402,37.7741
5.618,10.7443,37.6121
5.619,14.415,37.4429
5.620,19.7928,37.3008
5.621,25.986,37.2796
5.622,32.7345,37.3757
5.623,39.673,37.546
5.624,46.4131,37.826
5.625,52.8446,38.1139
5.626,59.0027,38.4903
5.627,64.9078,38.8324
5.628,70.762,39.1679
5.629,76.5546,39.4264
5.630,82.0326,39.5389
5.631,86.5045,39.5712
5.632,89.7606,39.5555
5.633,91.9213,39.3604
5.634,93.2052,39.0464
5.635,93.8973,38.5498
5.636,94.3082,37.9241
5.637,94.5718,37.3005
5.638,94.7486,36.6597
5.639,94.8856,36.0596
5.640,94.9639,35.4865
5.641,94.9799,34.8801
5.642,94.9278,34.273
5.643,94.7328,33.6085
5.644,94.4186,32.9126
5.645,93.9645,32.1608
5.646,93.3584,31.3082
5.647,92.65,30.4353
5.648,91.8289,29.4958
5.649,90.9005,28.4903
5.650,89.8714,27.4647
5.651,88.7436,26.3506
5.652,87.5449,25.2081
5.653,86.2171,24.1559
5.654,84.8147,23.1763
5.655,83.3745,22.4285
5.656,81.8658,21.8458
5.657,80.3272,21.4063
5.658,78.6847,21.1205
5.659,76.8417,20.9059
5.660,74.5625,20.825
5.661,71.0992,20.7683
5.662,65.1399,20.7604
5.663,58.8094,20.769
5.664,53.4835,20.7618
5.665,48.4363,20.7587
5.666,43.3851,20.7747
5.667,38.3819,20.7406
5.668,33.6496,20.7253
5.669,29.323,20.6682
5.670,25.31,20.6025
5.671,21.6134,20.6531
5.672,18.2171,20.758
5.673,15.1774,20.944
5.674,12.4644,21.2186
5.675,10.0988,21.5563
5.676,8.08354,21.9994
5.677,6.40883,22.4592
