Time C1,Pressure C1, Volume C1,Time C2,Pressure C2, Volume C2,Time C3,Pressure C3, Volume C3
5.24,1.87532,11.4205,5.055,55.6922,46.0998,7.312,3.33224,37.3756
5.241,1.8769,11.8175,5.056,56.1596,44.8763,7.313,3.34592,37.6858
5.242,1.87227,12.2046,5.057,56.4721,43.5387,7.314,3.3905,37.9769
5.243,1.88138,12.5752,5.058,56.6323,42.1098,7.315,3.42762,38.247
5.244,1.86495,12.9221,5.059,56.6908,40.6399,7.316,3.4678,38.5343
5.245,1.85469,13.2588,5.06,56.6184,39.1481,7.317,3.48353,38.8355
5.246,1.83992,13.5825,5.061,56.4217,37.626,7.318,3.48718,39.199
5.247,1.82702,13.9147,5.062,56.1077,36.0964,7.319,3.51444,39.5584
5.248,1.81825,14.2503,5.063,55.6718,34.5849,7.32,3.52419,39.9367
5.249,1.84202,14.5719,5.064,55.1437,33.1257,7.321,3.53726,40.3131
5.25,1.83979,14.8726,5.065,54.5471,31.7605,7.322,3.53322,40.6732
5.251,1.84404,15.1737,5.066,53.8588,30.5147,7.323,3.5249,40.9699
5.252,1.85974,15.477,5.067,53.1394,29.1495,7.324,3.52044,41.201
5.253,1.87805,15.8222,5.068,52.4341,27.6639,7.325,3.50607,41.3583
5.254,1.89857,16.1974,5.069,51.7655,26.333,7.326,3.50796,41.4282
5.255,1.93327,16.5227,5.07,51.2623,25.1683,7.327,3.49429,41.4432
5.256,1.96751,16.799,5.071,50.8722,24.1008,7.328,3.50761,41.4118
5.257,2.02959,17.1135,5.072,50.5527,23.1452,7.329,3.53599,41.3112
5.258,2.06346,17.4572,5.073,50.1804,22.3092,7.33,3.67891,41.1705
5.259,2.13959,17.8219,5.074,49.6552,21.6099,7.331,3.9692,40.9812
5.26,2.19155,18.1969,5.075,48.9825,20.9711,7.332,4.54815,40.7541
5.261,2.28616,18.6064,5.076,48.1621,20.4218,7.333,5.5355,40.5043
5.262,2.36543,19.0415,5.077,47.1412,19.9138,7.334,6.9825,40.248
5.263,2.46977,19.5453,5.078,45.9322,19.436,7.335,8.89247,39.9358
5.264,2.55457,20.0822,5.079,44.5828,18.9986,7.336,11.4804,39.5942
5.265,2.66019,20.6146,5.08,43.095,18.6319,7.337,14.9002,39.2038
5.266,2.74299,21.1394,5.081,41.4404,18.2806,7.338,19.0243,38.7587
5.267,2.84383,21.6432,5.082,39.5014,17.9537,7.339,23.5522,38.2769
5.268,2.89832,22.1307,5.083,36.7893,17.6618,7.34,28.1938,37.8128
5.269,2.97643,22.5924,5.084,33.706,17.4224,7.341,32.8007,37.3442
5.27,3.04576,23.0274,5.085,31.0484,17.2004,7.342,37.4868,36.8983
5.271,3.11797,23.4001,5.086,28.6727,17.0139,7.343,42.025,36.3705
5.272,3.1884,23.7383,5.087,26.3358,16.8618,7.344,46.148,35.7802
5.273,3.2398,24.0616,5.088,23.9126,16.7469,7.345,49.8462,35.1701
5.274,3.23824,24.3938,5.089,21.3684,16.6342,7.346,53.1198,34.5706
5.275,3.24471,24.769,5.09,19.0027,16.5248,7.347,55.9395,33.9444
5.276,3.24221,25.1703,5.091,17.144,16.4365,7.348,58.3034,33.3106
5.277,3.25808,25.6133,5.092,15.6546,16.3727,7.349,60.2584,32.6405
5.278,3.26121,26.0824,5.093,14.3354,16.319,7.35,61.9046,31.9449
5.279,3.24644,26.5207,5.094,13.1317,16.2642,7.351,63.2624,31.1953
5.28,3.23208,26.9399,5.095,12.0399,16.2261,7.352,64.3883,30.4044
5.281,3.26069,27.3753,5.096,11.042,16.21,7.353,65.2717,29.5827
5.282,3.33822,27.825,5.097,10.058,16.2322,7.354,65.9601,28.7424
5.283,3.54226,28.3176,5.098,9.05436,16.2838,7.355,66.4671,27.909
5.284,3.94877,28.8362,5.099,8.07931,16.3679,7.356,66.8178,27.091
5.285,4.64099,29.4212,5.1,7.06034,16.4872,7.357,67.0343,26.2667
5.286,5.6963,30.02,5.101,5.98242,16.6437,7.358,67.1008,25.4374
5.287,7.23341,30.6415,5.102,5.04192,16.8252,7.359,67.0143,24.5724
5.288,9.47673,31.235,5.103,4.24263,17.0334,7.36,66.8175,23.6968
5.289,13.0485,31.8209,5.104,3.74121,17.2526,7.361,66.4844,22.7704
5.29,17.9049,32.3802,5.105,3.42716,17.4877,7.362,65.9926,21.797
5.291,23.7156,32.9422,5.106,3.18961,17.7428,7.363,65.3628,20.8138
5.292,30.2476,33.45,5.107,3.12217,18.0103,7.364,64.5917,19.8263
5.293,36.991,33.9218,5.108,3.22475,18.2995,7.365,63.6419,18.8569
5.294,43.7972,34.281,5.109,3.3821,18.5932,7.366,62.4621,17.9176
5.295,50.6991,34.5469,5.11,3.51191,18.8796,7.367,61.0123,17.0469
5.296,57.0793,34.7652,5.111,3.58387,19.192,7.368,59.3186,16.2551
5.297,62.3308,34.9853,5.112,3.62236,19.5265,7.369,57.3125,15.5576
5.298,66.3546,35.0993,5.113,3.63554,19.8733,7.37,55.0158,14.9577
5.299,69.3507,35.119,5.114,3.60662,20.2104,7.371,52.4112,14.4232
5.3,71.4086,35.0332,5.115,3.60254,20.5516,7.372,49.4797,13.9496
5.301,72.8517,34.8769,5.116,3.57481,20.882,7.373,46.1853,13.5448
5.302,73.971,34.604,5.117,3.55194,21.1954,7.374,42.5768,13.2121
5.303,74.945,34.2348,5.118,3.52045,21.4829,7.375,38.4985,12.9573
5.304,75.8526,33.7017,5.119,3.5189,21.8059,7.376,33.5206,12.7691
5.305,76.7703,33.0197,5.12,3.5016,22.1462,7.377,28.1703,12.6432
5.306,77.6784,32.1933,5.121,3.49999,22.4903,7.378,23.4371,12.568
5.307,78.5981,31.2353,5.122,3.49943,22.8195,7.379,19.5122,12.5898
5.308,79.5157,30.1557,5.123,3.52609,23.1602,7.38,16.1517,12.6725
5.309,80.4314,28.9699,5.124,3.52321,23.4718,7.381,13.2103,12.8121
5.31,81.3325,27.7021,5.125,3.5561,23.7951,7.382,10.663,13.0039
5.311,82.2498,26.3652,5.126,3.56639,24.1106,7.383,8.47594,13.2576
5.312,83.1844,25.0181,5.127,3.59496,24.4305,7.384,6.61633,13.583
5.313,84.1306,23.6656,5.128,3.60047,24.7284,7.385,5.11268,13.9755
5.314,85.0933,22.3235,5.129,3.64113,25.0461,7.386,3.94406,14.4399
5.315,86.0385,20.9985,5.13,3.65763,25.3584,7.387,3.09464,14.9464
5.316,86.9487,19.6845,5.131,3.68202,25.7157,7.388,2.51721,15.4874
5.317,87.7979,18.3996,5.132,3.68608,26.0963,7.389,2.1962,16.0739
5.318,88.5068,17.119,5.133,3.71791,26.5199,7.39,2.07689,16.7324
5.319,89.0584,15.8561,5.134,3.73217,26.9729,7.391,2.07276,17.4261
5.32,89.3698,14.6868,5.135,3.7666,27.4788,7.392,2.12336,18.1426
5.321,89.4038,13.62,5.136,3.7819,28.0082,7.393,2.20359,18.8921
5.322,89.0833,12.6318,5.137,3.83219,28.5729,7.394,2.25681,19.678
5.323,88.3163,11.7285,5.138,3.86695,29.1559,7.395,2.31723,20.4833
5.324,86.9831,10.8898,5.139,3.8948,29.7738,7.396,2.36965,21.2939
5.325,84.9461,10.1348,5.14,3.92973,30.4077,7.397,2.38877,22.1011
5.326,82.1058,9.42452,5.141,3.9753,31.0512,7.398,2.40764,22.8793
5.327,78.4659,8.77832,5.142,4.01384,31.6938,7.399,2.42332,23.677
5.328,74.0169,8.19393,5.143,4.05815,32.3392,7.4,2.42538,24.4856
5.329,68.8416,7.68252,5.144,4.08875,32.9597,7.401,2.43369,25.285
5.33,62.8347,7.22428,5.145,4.12423,33.6113,7.402,2.43776,26.0548
5.331,55.8232,6.82333,5.146,4.14305,34.2682,7.403,2.45746,26.8224
5.332,48.8818,6.47999,5.147,4.17083,34.9154,7.404,2.47899,27.5498
5.333,42.4591,6.20693,5.148,4.19007,35.5205,7.405,2.493,28.2914
5.334,36.2962,5.9959,5.149,4.21682,36.1043,7.406,2.52479,29.0279
5.335,30.4384,5.84966,5.15,4.25067,36.6602,7.407,2.5453,29.7409
5.336,25.2416,5.75407,5.151,4.28143,37.2314,7.408,2.57796,30.3792
5.337,20.781,5.7239,5.152,4.30843,37.7956,7.409,2.62537,31.0153
5.338,16.956,5.74006,5.153,4.33505,38.3535,7.41,2.66671,31.6622
5.339,13.619,5.82871,5.154,4.34325,38.9048,7.411,2.71299,32.2827
5.34,10.7411,5.96626,5.155,4.3677,39.4422,7.412,2.74972,32.8721
5.341,8.29301,6.16409,5.156,4.37978,39.9365,7.413,2.81673,33.4165
5.342,6.26697,6.38972,5.157,4.41395,40.4027,7.414,2.88228,33.8799
5.343,4.6719,6.66023,5.158,4.42733,40.8152,7.415,2.94572,34.3136
5.344,3.44444,6.95415,5.159,4.41936,41.2734,7.416,3.01252,34.7073
5.345,2.56633,7.2863,5.16,4.41745,41.7606,7.417,3.06584,35.0839
5.346,2.02548,7.63563,5.161,4.43019,42.2652,7.418,3.08924,35.42
5.347,1.7325,8.01759,5.162,4.42539,42.7885,7.419,3.16751,35.7549
5.348,1.6175,8.41868,5.163,4.43396,43.2787,7.42,3.21831,36.0646
5.349,1.60307,8.84656,5.164,4.43897,43.7218,7.421,3.25976,36.3697
5.35,1.62249,9.28339,5.165,4.48368,44.1827,7.422,3.30046,36.6114
5.351,1.66222,9.7295,5.166,4.55588,44.6311,7.423,3.34904,36.9148
5.352,1.73588,10.1789,5.167,4.74636,45.0505,7.424,3.37571,37.2587
5.353,1.81801,10.6253,5.168,5.05976,45.4272,7.425,3.4039,37.6138
5.354,1.87092,11.0794,5.169,5.63574,45.8547,7.426,3.43552,37.9554
5.355,1.90175,11.5248,5.17,6.46814,46.3106,7.427,3.47005,38.2888
5.356,1.94774,11.9761,5.171,7.68661,46.7452,7.428,3.46356,38.6075
5.357,1.9545,12.4176,5.172,9.58422,47.1277,7.429,3.48391,38.9408
5.358,1.94212,12.8464,5.173,12.7494,47.478,7.43,3.48377,39.256
5.359,1.92798,13.2488,5.174,16.8321,47.7831,7.431,3.5008,39.5237
5.36,1.93222,13.6417,5.175,21.065,48.013,7.432,3.49788,39.7654
5.361,1.92766,14.0037,5.176,25.4411,48.1657,7.433,3.50528,39.9559
5.362,1.92751,14.3559,5.177,29.8773,48.2481,7.434,3.48806,40.0718
5.363,1.92498,14.6819,5.178,34.0733,48.2516,7.435,3.49141,40.1148
5.364,1.9189,15.0177,5.179,37.9573,48.175,7.436,3.47782,40.0928
5.365,1.91926,15.3535,5.18,41.4571,48.0101,7.437,3.47693,40.028
5.366,1.92965,15.6884,5.181,44.5316,47.7271,7.438,3.47305,39.9297
5.367,1.91688,16.0102,5.182,47.0997,47.3263,7.439,3.56107,39.8256
5.368,1.94171,16.3228,5.183,49.138,46.8009,7.44,3.75265,39.6888
5.369,1.9634,16.5969,5.184,50.764,46.1675,7.441,4.13892,39.4818
5.37,1.99492,16.8731,5.185,52.071,45.4467,7.442,4.86049,39.2168
5.371,2.02774,17.1281,5.186,53.1461,44.618,7.443,6.05197,38.9178
5.372,2.0749,17.4299,5.187,54.0494,43.6822,7.444,7.67361,38.5902
5.373,2.15119,17.7557,5.188,54.7658,42.6647,7.445,9.82233,38.2661
5.374,2.22789,18.1259,5.189,55.3119,41.595,7.446,12.7058,37.9225
5.375,2.292,18.5232,5.19,55.709,40.4615,7.447,16.4369,37.533
5.376,2.38235,18.9665,5.191,55.9379,39.2772,7.448,20.7537,37.1291
5.377,2.46945,19.4251,5.192,56.0436,38.0315,7.449,25.3109,36.7576
5.378,2.57692,19.9199,5.193,55.9763,36.7436,7.45,29.8852,36.3562
5.379,2.66394,20.4242,5.194,55.7734,35.4145,7.451,34.4734,35.908
5.38,2.76755,20.9488,5.195,55.4711,34.0563,7.452,39.0982,35.4364
5.381,2.8419,21.4838,5.196,55.071,32.7061,7.453,43.4874,34.9174
5.382,2.9327,22.042,5.197,54.5969,31.3957,7.454,47.4184,34.3853
5.383,3.02764,22.6123,5.198,54.0718,30.1469,7.455,50.9302,33.857
5.384,3.1235,23.1684,5.199,53.5083,29.0156,7.456,54.0097,33.3057
5.385,3.19841,23.6874,5.2,52.9189,27.9338,7.457,56.6357,32.7095
5.386,3.25909,24.1452,5.201,52.4306,26.8779,7.458,58.8082,32.0773
5.387,3.3006,24.5094,5.202,52.0321,25.8439,7.459,60.624,31.3992
5.388,3.3385,24.8772,5.203,51.7728,24.8007,7.46,62.1381,30.679
5.389,3.33663,25.2425,5.204,51.5813,23.816,7.461,63.4089,29.9074
5.39,3.34283,25.6498,5.205,51.3393,22.9094,7.462,64.4243,29.1339
5.391,3.31672,26.0978,5.206,50.9723,22.0657,7.463,65.2318,28.3946
5.392,3.30999,26.5485,5.207,50.475,21.2797,7.464,65.8602,27.6239
5.393,3.31718,26.9902,5.208,49.8321,20.5905,7.465,66.3188,26.7861
5.394,3.31069,27.4125,5.209,49.0351,20.0171,7.466,66.6092,25.9253
5.395,3.30522,27.8019,5.21,48.0845,19.4913,7.467,66.7664,25.0352
5.396,3.31736,28.2131,5.211,46.9831,18.9784,7.468,66.7702,24.1315
5.397,3.33517,28.6322,5.212,45.711,18.5363,7.469,66.6507,23.2212
5.398,3.445,29.1712,5.213,44.3001,18.1614,7.47,66.3845,22.3123
5.399,3.70116,29.8145,5.214,42.7341,17.8381,7.471,66.004,21.3969
5.4,4.23279,30.4705,5.215,41.0033,17.5529,7.472,65.4479,20.4848
5.401,5.04418,31.1162,5.216,38.8348,17.3245,7.473,64.7681,19.5539
5.402,6.2507,31.7976,5.217,35.9556,17.1351,7.474,63.8933,18.6562
5.403,8.01899,32.4866,5.218,33.2848,16.9834,7.475,62.834,17.8153
5.404,10.7773,33.1788,5.219,31.0524,16.8689,7.476,61.553,17.0365
5.405,14.9267,33.8326,5.22,29.0156,16.7779,7.477,60.0041,16.3232
5.406,20.1906,34.44,5.221,27.083,16.6841,7.478,58.1499,15.673
5.407,26.3875,34.9889,5.222,25.0437,16.6061,7.479,56.0276,15.0862
5.408,33.1379,35.4969,5.223,22.8242,16.5277,7.48,53.5681,14.5644
5.409,39.9658,35.9542,5.224,20.6258,16.4627,7.481,50.7923,14.0786
5.41,47.0061,36.3904,5.225,18.8902,16.3971,7.482,47.696,13.6645
5.411,53.8544,36.769,5.226,17.6286,16.3439,7.483,44.2724,13.3208
5.412,59.8632,37.1133,5.227,16.5676,16.2955,7.484,40.4625,13.0527
5.413,64.6268,37.3718,5.228,15.5639,16.2593,7.485,35.9606,12.8425
5.414,68.2576,37.5485,5.229,14.5884,16.2185,7.486,30.6646,12.6987
5.415,70.7881,37.6139,5.23,13.547,16.1906,7.487,25.5608,12.5867
5.416,72.4994,37.5561,5.231,12.4744,16.1864,7.488,21.3279,12.5479
5.417,73.726,37.366,5.232,11.3891,16.2164,7.489,17.7545,12.5634
5.418,74.7378,37.0602,5.233,10.3251,16.2719,7.49,14.6228,12.6646
5.419,75.6219,36.6205,5.234,9.26044,16.3542,7.491,11.9037,12.829
5.42,76.4924,36.0602,5.235,8.23786,16.4601,7.492,9.54832,13.0622
5.421,77.3306,35.3561,5.236,7.2376,16.5869,7.493,7.53913,13.3522
5.422,78.1777,34.5035,5.237,6.34912,16.7344,7.494,5.86168,13.7168
5.423,79.0035,33.4907,5.238,5.60631,16.9011,7.495,4.53765,14.1307
5.424,79.8012,32.3182,5.239,5.01611,17.0857,7.496,3.51824,14.6064
5.425,80.5787,31.0168,5.24,4.5545,17.2702,7.497,2.81557,15.1201
5.426,81.3482,29.6163,5.241,4.18761,17.4426,7.498,2.39353,15.6862
5.427,82.1024,28.1735,5.242,3.93322,17.613,7.499,2.20769,16.2822
5.428,82.9179,26.7667,5.243,3.74279,17.7753,7.5,2.14812,16.9222
5.429,83.7349,25.3373,5.244,3.59493,17.9485,7.501,2.19925,17.6125
5.43,84.6028,23.9038,5.245,3.51584,18.129,7.502,2.22969,18.3371
5.431,85.502,22.4356,5.246,3.43978,18.3225,7.503,2.30158,19.035
5.432,86.3803,20.9379,5.247,3.37703,18.5301,7.504,2.35357,19.7485
5.433,87.237,19.4588,5.248,3.32491,18.7472,7.505,2.40247,20.5216
5.434,88.0086,18.0275,5.249,3.34526,18.952,7.506,2.42384,21.3183
5.435,88.6438,16.6858,5.25,3.39866,19.1535,7.507,2.42853,22.0634
5.436,89.1009,15.469,5.251,3.49921,19.3539,7.508,2.42116,22.8072
5.437,89.2497,14.3674,5.252,3.55357,19.5561,7.509,2.42932,23.5322
5.438,89.0266,13.404,5.253,3.62734,19.7528,7.51,2.4438,24.2638
5.439,88.2682,12.469,5.254,3.66043,19.9529,7.511,2.46658,25.0154
5.44,86.9256,11.5229,5.255,3.69684,20.1481,7.512,2.47969,25.7806
5.441,84.8645,10.6589,5.256,3.71502,20.3392,7.513,2.50924,26.5548
5.442,82.0304,9.88221,5.257,3.75127,20.5208,7.514,2.52729,27.3336
5.443,78.3078,9.17214,5.258,3.76709,20.708,7.515,2.56273,28.0804
5.444,73.7859,8.51566,5.259,3.79787,20.8821,7.516,2.59375,28.8104
5.445,68.5304,7.93622,5.26,3.80998,21.046,7.517,2.63198,29.5231
5.446,62.4131,7.41995,5.261,3.827,21.1907,7.518,2.64338,30.2197
5.447,55.2395,6.99002,5.262,3.84652,21.3371,7.519,2.68885,30.8869
5.448,48.2278,6.63405,5.263,3.86765,21.4799,7.52,2.76037,31.5154
5.449,41.7762,6.35178,5.264,3.881,21.6355,7.521,2.80145,32.0812
5.45,35.618,6.12428,5.265,3.91355,21.7947,7.522,2.83966,32.6156
5.451,29.7893,5.96424,5.266,3.92842,21.9681,7.523,2.89383,33.1054
5.452,24.6509,5.86198,5.267,3.94358,22.1363,7.524,2.95351,33.5691
5.453,20.2031,5.82812,5.268,3.9594,22.3172,7.525,3.0064,34.0313
5.454,16.4079,5.86273,5.269,3.99735,22.4975,7.526,3.06839,34.4664
5.455,13.1721,5.95175,5.27,4.01056,22.7044,7.527,3.13755,34.8346
5.456,10.3939,6.09504,5.271,4.04722,22.9215,7.528,3.2041,35.1777
5.457,8.03444,6.29223,5.272,4.08635,23.1432,7.529,3.25308,35.4787
5.458,6.06837,6.52822,5.273,4.08328,23.354,7.53,3.31306,35.7684
5.459,4.51487,6.80091,5.274,4.08005,23.5818,7.531,3.37342,36.014
5.46,3.36199,7.10924,5.275,4.09012,23.8134,7.532,3.3938,36.278
5.461,2.52181,7.44589,5.276,4.11832,24.0636,7.533,3.44103,36.578
5.462,1.98125,7.82264,5.277,4.13743,24.3207,7.534,3.46611,36.8827
5.463,1.69997,8.22918,5.278,4.16197,24.5937,7.535,3.50012,37.1754
5.464,1.57668,8.65463,5.279,4.20858,24.8845,7.536,3.51266,37.4654
5.465,1.55703,9.09662,5.28,4.21633,25.1779,7.537,3.52331,37.7644
5.466,1.58865,9.55302,5.281,4.22932,25.457,7.538,3.53589,38.0547
5.467,1.64585,10.0244,5.282,4.24937,25.7426,7.539,3.56166,38.3392
5.468,1.70226,10.5089,5.283,4.2648,26.0163,7.54,3.57824,38.614
5.469,1.75544,10.9991,5.284,4.27716,26.3148,7.541,3.5778,38.9213
5.47,1.82805,11.4704,5.285,4.28376,26.6515,7.542,3.56785,39.1636
5.471,1.8933,11.9526,5.286,4.29349,26.9855,7.543,3.56796,39.3427
5.472,1.91636,12.4352,5.287,4.31047,27.2793,7.544,3.55913,39.4928
5.473,1.926,12.9221,5.288,4.31219,27.5456,7.545,3.55851,39.5734
5.474,1.93089,13.3945,5.289,4.32149,27.7463,7.546,3.56748,39.5413
5.475,1.93011,13.8589,5.29,4.33013,27.969,7.547,3.53807,39.4258
5.476,1.92944,14.2847,5.291,4.33431,28.1862,7.548,3.56285,39.3045
5.477,1.92477,14.7098,5.292,4.33872,28.4391,7.549,3.66795,39.1666
5.478,1.90684,15.1234,5.293,4.34965,28.738,7.55,3.91853,39.0293
5.479,1.90121,15.5318,5.294,4.34792,29.0611,7.551,4.40954,38.8929
5.48,1.92974,15.9123,5.295,4.34067,29.3932,7.552,5.2874,38.7089
5.481,1.92037,16.2879,5.296,4.34153,29.7319,7.553,6.62325,38.4929
5.482,1.93736,16.6272,5.297,4.34915,30.0493,7.554,8.45885,38.2119
5.483,1.94784,16.9664,5.298,4.40306,30.3759,7.555,10.8466,37.8746
5.484,1.96132,17.2857,5.299,4.52538,30.7019,7.556,14.101,37.5237
5.485,1.99843,17.6086,5.3,4.80582,31.0732,7.557,18.1269,37.1805
5.486,2.02805,17.8987,5.301,5.26338,31.4936,7.558,22.6398,36.8047
5.487,2.06116,18.2188,5.302,5.96664,31.9488,7.559,27.303,36.4267
5.488,2.12063,18.5506,5.303,6.9881,32.4429,7.56,31.986,36.0125
5.489,2.19254,18.924,5.304,8.39139,32.9317,7.561,36.7257,35.5944
5.49,2.27541,19.3256,5.305,10.5004,33.4149,7.562,41.3989,35.1475
5.491,2.35707,19.7694,5.306,13.9312,33.8783,7.563,45.7216,34.6828
5.492,2.43772,20.2101,5.307,18.116,34.3392,7.564,49.5895,34.1887
5.493,2.54079,20.6942,5.308,22.2538,34.7739,7.565,53.0146,33.6853
5.494,2.64232,21.1974,5.309,26.2858,35.186,7.566,56.0008,33.1004
5.495,2.75487,21.7314,5.31,30.3464,35.5585,7.567,58.4714,32.5044
5.496,2.85017,22.2819,5.311,34.2218,35.8995,7.568,60.5447,31.8676
5.497,2.96186,22.8523,5.312,37.7478,36.1867,7.569,62.2678,31.1889
5.498,3.07625,23.4335,5.313,40.9082,36.4327,7.57,63.6868,30.4755
5.499,3.19342,24.0321,5.314,43.7253,36.6126,7.571,64.8554,29.7472
5.5,3.29901,24.6038,5.315,46.1149,36.7271,7.572,65.7893,29.0186
5.501,3.3609,25.1672,5.316,48.0559,36.759,7.573,66.5031,28.275
5.502,3.41144,25.6574,5.317,49.5348,36.7093,7.574,67.096,27.4782
5.503,3.43995,26.1322,5.318,50.7149,36.57,7.575,67.495,26.6559
5.504,3.44989,26.5568,5.319,51.6113,36.3382,7.576,67.7245,25.8214
5.505,3.46037,27.0292,5.32,52.3738,35.9932,7.577,67.825,24.9794
5.506,3.46115,27.5635,5.321,52.9373,35.55,7.578,67.8138,24.1147
5.507,3.48033,28.1131,5.322,53.3746,35.0276,7.579,67.6557,23.2491
5.508,3.47952,28.6404,5.323,53.6524,34.4266,7.58,67.3746,22.3748
5.509,3.4703,29.1671,5.324,53.829,33.7698,7.581,66.9201,21.498
5.51,3.47343,29.6769,5.325,53.8736,33.0376,7.582,66.3185,20.565
5.511,3.4674,30.2182,5.326,53.7918,32.1874,7.583,65.5712,19.6282
5.512,3.49616,30.7633,5.327,53.6036,31.2579,7.584,64.6452,18.6992
5.513,3.55912,31.3435,5.328,53.3321,30.3034,7.585,63.5267,17.7997
5.514,3.72831,31.9675,5.329,52.9845,29.3297,7.586,62.1823,16.9797
5.515,4.09276,32.6214,5.33,52.6049,28.4096,7.587,60.5379,16.2427
5.516,4.70837,33.3075,5.331,52.1606,27.5132,7.588,58.6427,15.5765
5.517,5.65896,34.0149,5.332,51.7325,26.66,7.589,56.4176,14.9867
5.518,7.11214,34.7298,5.333,51.3681,25.8217,7.59,53.8981,14.4495
5.519,9.25149,35.4074,5.334,51.0716,24.9666,7.591,51.0272,13.966
5.52,12.61,36.036,5.335,50.83,24.1214,7.592,47.8088,13.5298
5.521,17.3087,36.6527,5.336,50.646,23.2917,7.593,44.2503,13.1602
5.522,23.0439,37.2678,5.337,50.4339,22.4945,7.594,40.2604,12.8513
5.523,29.6145,37.8433,5.338,50.1227,21.7758,7.595,35.4534,12.6218
5.524,36.4671,38.3625,5.339,49.6337,21.1272,7.596,29.9535,12.4866
5.525,43.4414,38.8117,5.34,48.9701,20.5624,7.597,24.8954,12.4341
5.526,50.5701,39.191,5.341,48.1007,20.0607,7.598,20.7595,12.4289
5.527,57.2657,39.5296,5.342,47.09,19.6024,7.599,17.2016,12.4836
5.528,62.8153,39.8152,5.343,45.8724,19.2018,7.6,14.1372,12.577
5.529,67.107,40.0019,5.344,44.4792,18.8214,7.601,11.4481,12.7217
5.53,70.256,40.0894,5.345,42.9127,18.4944,7.602,9.13395,12.9084
5.531,72.3553,40.0314,5.346,41.225,18.2073,7.603,7.14862,13.1605
5.532,73.7609,39.8472,5.347,39.3276,17.9687,7.604,5.53149,13.495
5.533,74.8479,39.5474,5.348,36.9021,17.7384,7.605,4.23285,13.9246
5.534,75.7759,39.1201,5.349,33.9261,17.5431,7.606,3.27918,14.3883
5.535,76.6479,38.5586,5.35,31.29,17.362,7.607,2.64149,14.8924
5.536,77.4561,37.8644,5.351,28.9054,17.2117,7.608,2.27408,15.3856
5.537,78.2935,37.0227,5.352,26.6053,17.071,7.609,2.11176,15.9123
5.538,79.0988,36.0396,5.353,24.1516,16.9574,7.61,2.08639,16.4842
5.539,79.8837,34.8983,5.354,21.6563,16.8386,7.611,2.12574,17.1007
5.54,80.6262,33.6207,5.355,19.3675,16.7445,7.612,2.19541,17.7469
5.541,81.3745,32.2382,5.356,17.5696,16.6418,7.613,2.25833,18.4329
5.542,82.0681,30.7624,5.357,15.9881,16.5533,7.614,2.31795,19.1247
5.543,82.7652,29.2793,5.358,14.535,16.4614,7.615,2.34849,19.8214
5.544,83.4356,27.759,5.359,13.1863,16.3835,7.616,2.37916,20.5388
5.545,84.146,26.2709,5.36,11.982,16.3194,7.617,2.40559,21.2715
5.546,84.901,24.7554,5.361,10.8895,16.2831,7.618,2.41992,22.0328
5.547,85.713,23.191,5.362,9.84188,16.2757,7.619,2.42076,22.8102
5.548,86.4974,21.6293,5.363,8.87242,16.2999,7.62,2.43263,23.5823
5.549,87.28,20.1211,5.364,7.92162,16.3476,7.621,2.43527,24.3448
5.55,88.0194,18.6641,5.365,6.91015,16.4188,7.622,2.44859,25.1085
5.551,88.6478,17.2954,5.366,6.02379,16.513,7.623,2.46571,25.861
5.552,89.0564,16.0119,5.367,5.28652,16.6425,7.624,2.49348,26.6297
5.553,89.1816,14.8328,5.368,4.65027,16.7987,7.625,2.52979,27.4011
5.554,88.8734,13.7422,5.369,4.11368,16.9768,7.626,2.5662,28.1594
5.555,88.0835,12.7097,5.37,3.73903,17.1746,7.627,2.58651,28.8817
5.556,86.6559,11.7572,5.371,3.4486,17.3856,7.628,2.64132,29.5942
5.557,84.5083,10.8553,5.372,3.27041,17.593,7.629,2.68639,30.2891
5.558,81.4967,10.0405,5.373,3.22014,17.8051,7.63,2.73173,30.885
5.559,77.6468,9.27891,5.374,3.27973,18.008,7.631,2.78112,31.4049
5.56,72.9257,8.62014,5.375,3.35942,18.2158,7.632,2.8502,31.9044
5.561,67.4441,8.05919,5.376,3.48569,18.4243,7.633,2.91153,32.3696
5.562,60.9653,7.58093,5.377,3.60487,18.6437,7.634,2.97497,32.8061
5.563,53.5996,7.12944,5.378,3.64907,18.8642,7.635,3.01243,33.2055
5.564,46.6177,6.76299,5.379,3.64916,19.0875,7.636,3.08496,33.5691
5.565,40.2103,6.44111,5.38,3.65609,19.307,7.637,3.13503,33.8942
5.566,34.1278,6.2045,5.381,3.60983,19.5329,7.638,3.19061,34.2477
5.567,28.428,6.04518,5.382,3.5855,19.755,7.639,3.22927,34.6062
5.568,23.4022,5.96643,5.383,3.54198,19.9755,7.64,3.26837,34.9775
5.569,19.125,5.92568,5.384,3.52992,20.1959,7.641,3.303,35.3399
5.57,15.4818,5.95884,5.385,3.52509,20.4218,7.642,3.35311,35.692
5.571,12.3745,6.03627,5.386,3.53144,20.6325,7.643,3.38848,36.0173
5.572,9.72593,6.18577,5.387,3.5288,20.8417,7.644,3.41033,36.3632
5.573,7.48956,6.38293,5.388,3.53061,21.0476,7.645,3.44213,36.6815
5.574,5.65944,6.64297,5.389,3.54484,21.2661,7.646,3.47525,36.9491
