Time A1,Pressure A1,Volume A1,Time A2,Pressure A2,Volume A2,Time A3,Pressure A3,Volume A3
8.019,3.74696,27.7796,9.617,109.108,41.1398,5.783,74.4586,18.9311
8.02,3.8488,28.2836,9.618,110.082,40.7705,5.784,75.6495,18.5952
8.021,3.97685,28.8137,9.619,110.86,40.328,5.785,76.6817,18.214
8.022,4.10322,29.4049,9.62,111.454,39.7666,5.786,77.573,17.7899
8.023,4.21383,30.0705,9.621,111.927,39.1099,5.787,78.3136,17.3489
8.024,4.31959,30.776,9.622,112.29,38.367,5.788,78.9287,16.9003
8.025,4.42933,31.5614,9.623,112.515,37.5526,5.789,79.4243,16.445
8.026,4.55043,32.3162,9.624,112.668,36.7036,5.79,79.7997,15.9779
8.027,4.66156,33.0205,9.625,112.757,35.8043,5.791,80.068,15.5146
8.028,4.80328,33.6131,9.626,112.825,34.8456,5.792,80.2386,15.0531
8.029,4.91468,34.0226,9.627,112.851,33.8611,5.793,80.2959,14.6027
8.03,5.03912,34.3612,9.628,112.913,32.9263,5.794,80.2347,14.1635
8.031,5.14508,34.625,9.629,113.049,32.005,5.795,80.0162,13.7117
8.032,5.27469,34.8217,9.63,113.307,31.0582,5.796,79.6424,13.2556
8.033,5.38985,34.9921,9.631,113.634,30.1141,5.797,79.1303,12.8668
8.034,5.50365,35.1117,9.632,114.062,29.2253,5.798,78.4542,12.5387
8.035,5.60723,35.198,9.633,114.582,28.339,5.799,77.6192,12.2479
8.036,5.72641,35.3469,9.634,115.292,27.4238,5.8,76.6527,11.9908
8.037,5.81936,35.5144,9.635,116.143,26.5591,5.801,75.5198,11.7501
8.038,5.91406,35.791,9.636,117.044,25.8127,5.802,74.2752,11.5392
8.039,5.99863,36.1041,9.637,117.795,25.1148,5.803,72.8589,11.3624
8.04,6.09636,36.4846,9.638,118.276,24.4309,5.804,71.2129,11.232
8.041,6.16647,36.9436,9.639,118.347,23.7847,5.805,69.3511,11.1155
8.042,6.23589,37.4035,9.64,117.937,23.1176,5.806,67.226,11.0163
8.043,6.28222,37.8522,9.641,116.935,22.4747,5.807,64.7571,10.9399
8.044,6.34122,38.151,9.642,115.225,21.8187,5.808,61.9627,10.898
8.045,6.35275,38.2669,9.643,112.452,21.2072,5.809,58.8293,10.8755
8.046,6.37703,38.2914,9.644,107.469,20.6443,5.81,55.1861,10.8643
8.047,6.4105,38.2042,9.645,97.8465,20.1139,5.811,50.9846,10.8674
8.048,6.43256,38.0757,9.646,86.752,19.5965,5.812,46.2889,10.8841
8.049,6.43212,37.9102,9.647,76.4046,19.1305,5.813,41.3931,10.9119
8.05,6.44155,37.6604,9.648,66.7359,18.6607,5.814,36.8087,10.9539
8.051,6.44357,37.3924,9.649,57.8759,18.2122,5.815,32.6317,11.0103
8.052,6.44898,37.1593,9.65,49.9293,17.7828,5.816,28.788,11.0669
8.053,6.44745,36.9521,9.651,42.8368,17.4063,5.817,25.2724,11.1411
8.054,6.46356,36.867,9.652,36.477,17.0939,5.818,22.0726,11.2316
8.055,6.49919,36.8012,9.653,30.8502,16.8484,5.819,19.2209,11.3477
8.056,6.58961,36.8565,9.654,25.9349,16.6737,5.82,16.7022,11.4897
8.057,6.73515,37.014,9.655,21.6453,16.5553,5.821,14.4709,11.6513
8.058,7.01836,37.2088,9.656,17.9788,16.3999,5.822,12.3738,11.826
8.059,7.48934,37.4499,9.657,14.8657,16.2702,5.823,10.5092,12.023
8.06,8.28584,37.6325,9.658,12.3795,16.1842,5.824,8.93189,12.2529
8.061,9.56955,37.7697,9.659,10.5024,16.1451,5.825,7.66968,12.4958
8.062,11.8068,37.8669,9.66,9.23961,16.1189,5.826,6.63002,12.7501
8.063,16.0657,37.8837,9.661,8.3865,16.1333,5.827,5.79978,13.0158
8.064,21.8237,37.8942,9.662,7.83979,16.2058,5.828,5.15265,13.2897
8.065,28.1986,37.8942,9.663,7.45829,16.3409,5.829,4.69384,13.5639
8.066,35.0458,37.8104,9.664,7.16055,16.5215,5.83,4.3761,13.8464
8.067,42.0254,37.7144,9.665,6.86144,16.7476,5.831,4.18276,14.1235
8.068,48.9054,37.5992,9.666,6.67552,17.0112,5.832,4.07244,14.3748
8.069,55.402,37.5236,9.667,6.5378,17.316,5.833,4.02074,14.6315
8.07,61.5237,37.5963,9.668,6.43881,17.6535,5.834,4.02428,14.8914
8.071,67.4158,37.7154,9.669,6.35216,18.011,5.835,4.0461,15.1515
8.072,73.2536,37.9137,9.67,6.2625,18.3455,5.836,4.09261,15.4003
8.073,79.0383,38.1256,9.671,6.18022,18.6891,5.837,4.17464,15.6519
8.074,84.3345,38.3358,9.672,6.13003,19.0528,5.838,4.25114,15.8967
8.075,88.4534,38.549,9.673,6.0384,19.4372,5.839,4.32517,16.1402
8.076,91.386,38.7092,9.674,5.97016,19.8082,5.84,4.37364,16.3762
8.077,93.2826,38.8086,9.675,5.91392,20.1683,5.841,4.44727,16.6173
8.078,94.4372,38.7762,9.676,5.89861,20.5161,5.842,4.48722,16.8529
8.079,95.1516,38.6254,9.677,5.89795,20.8713,5.843,4.51786,17.0821
8.08,95.6652,38.3828,9.678,5.95299,21.2458,5.844,4.55002,17.2883
8.081,96.0436,38.0071,9.679,5.98475,21.6239,5.845,4.58637,17.4849
8.082,96.3905,37.4422,9.68,6.04845,21.9612,5.846,4.61768,17.676
8.083,96.6476,36.7373,9.681,6.12411,22.2792,5.847,4.65994,17.8618
8.084,96.842,35.8694,9.682,6.21758,22.6287,5.848,4.69016,18.03
8.085,96.9522,34.9676,9.683,6.27498,22.9884,5.849,4.73503,18.1842
8.086,96.9367,34.0968,9.684,6.35735,23.2959,5.85,4.77648,18.3265
8.087,96.7645,33.2254,9.685,6.44589,23.582,5.851,4.83238,18.4711
8.088,96.4813,32.42,9.686,6.52735,23.8416,5.852,4.86031,18.6037
8.089,96.0198,31.6114,9.687,6.6215,24.0722,5.853,4.92248,18.7337
8.09,95.4191,30.8085,9.688,6.75398,24.3046,5.854,4.97235,18.8469
8.091,94.7076,30.0013,9.689,6.84746,24.5621,5.855,5.01686,18.9575
8.092,93.8801,29.1993,9.69,6.94681,24.8341,5.856,5.06382,19.0601
8.093,92.9239,28.4123,9.691,7.02432,25.1138,5.857,5.11603,19.1999
8.094,91.8796,27.5832,9.692,7.11302,25.4063,5.858,5.15859,19.3602
8.095,90.7304,26.7764,9.693,7.17253,25.7032,5.859,5.22158,19.5542
8.096,89.4991,26.0135,9.694,7.22488,25.9915,5.86,5.25866,19.7733
8.097,88.1712,25.2318,9.695,7.22638,26.257,5.861,5.31111,19.9531
8.098,86.7684,24.4401,9.696,7.22407,26.5213,5.862,5.35911,20.0804
8.099,85.2681,23.6521,9.697,7.25058,26.797,5.863,5.40106,20.2304
8.1,83.7195,22.8507,9.698,7.2695,27.0116,5.864,5.4455,20.3916
8.101,82.0949,22.1273,9.699,7.27552,27.2049,5.865,5.48266,20.5359
8.102,80.3589,21.4953,9.7,7.29488,27.4094,5.866,5.50665,20.6673
8.103,78.3755,21.016,9.701,7.31919,27.646,5.867,5.53796,20.7977
8.104,75.9154,20.7389,9.702,7.37383,27.9317,5.868,5.54924,20.925
8.105,72.0119,20.5661,9.703,7.41468,28.225,5.869,5.55926,21.0454
8.106,65.7466,20.5099,9.704,7.45852,28.4942,5.87,5.57269,21.1535
8.107,59.5443,20.5344,9.705,7.48682,28.7609,5.871,5.59489,21.2234
8.108,54.2584,20.6521,9.706,7.53245,29.008,5.872,5.58516,21.2704
8.109,49.142,20.8298,9.707,7.55688,29.2516,5.873,5.59811,21.3129
8.11,43.995,21.0113,9.708,7.60743,29.4795,5.874,5.5745,21.3306
8.111,38.9369,21.1986,9.709,7.64284,29.701,5.875,5.5928,21.3204
8.112,34.2154,21.2826,9.71,7.67771,29.9079,5.876,5.6098,21.2875
8.113,29.8394,21.3352,9.711,7.67638,30.1257,5.877,5.61593,21.2486
8.114,25.7072,21.3513,9.712,7.67723,30.332,5.878,5.63524,21.199
8.115,21.9125,21.3519,9.713,7.67307,30.525,5.879,5.69773,21.138
8.116,18.5045,21.3327,9.714,7.68109,30.6624,5.88,5.7654,21.0636
8.117,15.3913,21.3403,9.715,7.67265,30.8266,5.881,5.88476,20.9971
8.118,12.6401,21.3611,9.716,7.66242,31.007,5.882,6.04221,20.9356
8.119,10.2508,21.4735,9.717,7.64042,31.2175,5.883,6.31638,20.8816
8.12,8.2309,21.6702,9.718,7.64728,31.4212,5.884,6.68717,20.8382
8.121,6.58329,21.9357,9.719,7.66481,31.6457,5.885,7.30931,20.8333
8.122,5.34077,22.2873,9.72,7.76611,31.8871,5.886,8.15609,20.8452
8.123,4.42556,22.6932,9.721,8.015,32.1962,5.887,9.37364,20.8675
8.124,3.81916,23.1941,9.722,8.48617,32.524,5.888,11.1735,20.901
8.125,3.42409,23.7217,9.723,9.45882,32.8514,5.889,13.5166,20.9417
8.126,3.18152,24.2585,9.724,11.9707,33.1914,5.89,16.3163,20.9792
8.127,3.07647,24.7945,9.725,16.2892,33.6128,5.891,19.5695,21.0163
8.128,3.04527,25.2086,9.726,21.1196,34.1439,5.892,23.1995,21.0513
8.129,3.0479,25.5884,9.727,27.1073,34.7587,5.893,27.0072,21.0826
8.13,3.05301,25.8906,9.728,33.9421,35.4517,5.894,30.9403,21.1089
8.131,3.05822,26.1956,9.729,41.3203,36.1437,5.895,35.2179,21.1326
8.132,3.09183,26.5369,9.73,49.1355,36.825,5.896,39.6352,21.1472
8.133,3.13408,26.8911,9.731,57.3758,37.5033,5.897,44.0765,21.1509
8.134,3.18981,27.2643,9.732,66.1482,38.1958,5.898,48.3378,21.1242
8.135,3.25836,27.7151,9.733,75.4021,38.8753,5.899,52.261,21.0632
8.136,3.33944,28.2266,9.734,84.5464,39.5968,5.9,55.7849,20.9533
8.137,3.435,28.8249,9.735,92.3193,40.2977,5.901,58.9788,20.7728
8.138,3.56904,29.4935,9.736,97.9048,41.008,5.902,61.7506,20.5869
8.139,3.70215,30.198,9.737,101.185,41.6239,5.903,64.1893,20.4364
8.14,3.82959,30.9857,9.738,102.751,42.2178,5.904,66.3575,20.2642
8.141,3.95681,31.7892,9.739,103.38,42.7762,5.905,68.3275,20.0503
8.142,4.07518,32.6667,9.74,103.804,43.2596,5.906,70.1264,19.8079
8.143,4.18352,33.5078,9.741,104.432,43.6162,5.907,71.7956,19.5518
8.144,4.2785,34.2126,9.742,105.349,43.8561,5.908,73.3066,19.2668
8.145,4.3899,34.8225,9.743,106.474,43.9409,5.909,74.7077,18.9406
8.146,4.49,35.2472,9.744,107.664,43.9165,5.91,75.9417,18.574
8.147,4.59056,35.5886,9.745,108.703,43.7696,5.911,77.0473,18.1779
8.148,4.69913,35.8753,9.746,109.591,43.4992,5.912,78.0193,17.7589
8.149,4.78498,36.0751,9.747,110.317,43.1138,5.913,78.8543,17.3134
8.15,4.8846,36.2098,9.748,110.9,42.6147,5.914,79.5885,16.8503
8.151,4.96372,36.3102,9.749,111.332,42.0079,5.915,80.2595,16.3759
8.152,5.04509,36.385,9.75,111.651,41.3004,5.916,80.7503,15.8965
8.153,5.14274,36.5421,9.751,111.901,40.4857,5.917,81.1799,15.4194
8.154,5.21754,36.706,9.752,112.291,39.5692,5.918,81.4201,14.9451
8.155,5.29145,36.9402,9.753,112.558,38.5739,5.919,81.5001,14.4749
8.156,5.36156,37.2672,9.754,112.291,37.5187,5.92,81.4349,14.0252
8.157,5.41766,37.6312,9.755,112.148,36.4466,5.921,81.2337,13.6018
8.158,5.47486,38.0909,9.756,112.182,35.3611,5.922,80.9,13.1997
8.159,5.53015,38.5256,9.757,112.328,34.2399,5.923,80.4359,12.8208
8.16,5.57879,38.899,9.758,112.623,33.0855,5.924,79.8251,12.4724
8.161,5.60406,39.1859,9.759,112.966,31.9328,5.925,79.0804,12.1521
8.162,5.61939,39.2562,9.76,113.401,30.7652,5.926,78.1599,11.8547
8.163,5.65378,39.2485,9.761,113.995,29.5957,5.927,77.1242,11.5804
8.164,5.6777,39.1568,9.762,114.706,28.4209,5.928,75.9413,11.331
8.165,5.6926,38.9908,9.763,115.526,27.3206,5.929,74.5887,11.1075
8.166,5.70686,38.8085,9.764,116.278,26.2847,5.93,73.0456,10.9179
8.167,5.72838,38.5789,9.765,116.795,25.3182,5.931,71.2868,10.7653
8.168,5.72246,38.3308,9.766,116.934,24.4297,5.932,69.2359,10.6398
8.169,5.74905,38.184,9.767,116.595,23.5598,5.933,66.8858,10.5407
8.17,5.74793,38.0665,9.768,115.624,22.741,5.934,64.1827,10.4621
8.171,5.7775,38.0762,9.769,113.93,21.9599,5.935,61.1544,10.3833
8.172,5.83376,38.1609,9.77,111.182,21.2452,5.936,57.6977,10.3178
8.173,5.95372,38.3076,9.771,106.16,20.6161,5.937,53.6887,10.261
8.174,6.18248,38.5734,9.772,96.5003,20.0807,5.938,49.1347,10.2319
8.175,6.57409,38.8514,9.773,85.5665,19.6188,5.939,44.2187,10.2301
8.176,7.23151,39.1801,9.774,75.5017,19.2385,5.94,39.4489,10.2531
8.177,8.32119,39.4489,9.775,66.1444,18.8687,5.941,35.0928,10.2863
8.178,10.0359,39.6045,9.776,57.3219,18.5475,5.942,31.1013,10.3454
8.179,13.2978,39.7026,9.777,49.3903,18.2258,5.943,27.4553,10.4243
8.18,18.2292,39.7003,9.778,42.2895,17.9334,5.944,24.1011,10.5205
8.181,24.0642,39.6374,9.779,35.9994,17.613,5.945,21.0614,10.6272
8.182,30.4522,39.5803,9.78,30.4419,17.3426,5.946,18.4143,10.7628
8.183,37.0937,39.3857,9.781,25.5526,17.1159,5.947,16.0836,10.922
8.184,43.6773,39.1566,9.782,21.2913,16.9457,5.948,13.8859,11.099
8.185,50.0855,38.9617,9.783,17.6679,16.8246,5.949,11.8842,11.2935
8.186,56.2105,38.7931,9.784,14.633,16.76,5.95,10.1733,11.5138
8.187,62.0859,38.7476,9.785,12.1785,16.7038,5.951,8.77285,11.7496
8.188,67.8123,38.7487,9.786,10.3363,16.6804,5.952,7.58088,11.992
8.189,73.4164,38.774,9.787,9.10328,16.6888,5.953,6.62854,12.2482
8.19,78.7778,38.8484,9.788,8.2666,16.7344,5.954,5.90204,12.5119
8.191,83.3966,38.8904,9.789,7.72087,16.8304,5.955,5.3661,12.7622
8.192,86.7709,38.9361,9.79,7.33996,16.9896,5.956,4.97401,13.0151
8.193,89.0641,38.8862,9.791,7.06773,17.181,5.957,4.70764,13.2661
8.194,90.42,38.7662,9.792,6.78937,17.4148,5.958,4.5211,13.519
8.195,91.1575,38.5771,9.793,6.57121,17.6867,5.959,4.41336,13.7575
8.196,91.6003,38.2758,9.794,6.42483,17.9978,5.96,4.35917,14.006
8.197,91.8924,37.8537,9.795,6.31607,18.3016,5.961,4.367,14.2685
8.198,92.0909,37.3521,9.796,6.20888,18.5931,5.962,4.38833,14.5428
8.199,92.2626,36.6226,9.797,6.11621,18.868,5.963,4.4282,14.8153
8.2,92.3534,35.7599,9.798,6.0203,19.157,5.964,4.46462,15.0919
8.201,92.3782,34.7951,9.799,5.95328,19.4558,5.965,4.53251,15.3602
8.202,92.3096,33.7887,9.8,5.88485,19.7777,5.966,4.59315,15.6394
8.203,92.1472,32.8974,9.801,5.8455,20.1514,5.967,4.63373,15.9194
8.204,91.8348,32.0174,9.802,5.78681,20.5941,5.968,4.67892,16.2033
8.205,91.3664,31.2068,9.803,5.7721,20.9937,5.969,4.71329,16.4726
8.206,90.7699,30.4166,9.804,5.77782,21.3148,5.97,4.75809,16.7432
8.207,90.0565,29.6284,9.805,5.81637,21.6342,5.971,4.78065,17.0085
8.208,89.229,28.874,9.806,5.87659,21.952,5.972,4.8123,17.2667
8.209,88.3365,28.1116,9.807,5.96292,22.2442,5.973,4.83369,17.5074
8.21,87.341,27.3706,9.808,6.02477,22.5163,5.974,4.85971,17.7347
8.211,86.2239,26.6273,9.809,6.10539,22.7872,5.975,4.89637,17.9414
8.212,85.0448,25.8683,9.81,6.17525,23.0544,5.976,4.94378,18.1624
8.213,83.7628,25.143,9.811,6.28137,23.2922,5.977,4.9934,18.392
8.214,82.3838,24.428,9.812,6.36546,23.4908,5.978,5.05376,18.6314
8.215,80.9863,23.6775,9.813,6.4366,23.6915,5.979,5.1025,18.865
8.216,79.5278,22.9545,9.814,6.53646,23.8936,5.98,5.1551,19.0947
8.217,77.985,22.1866,9.815,6.63912,24.092,5.981,5.20961,19.3071
8.218,76.3243,21.4756,9.816,6.75233,24.2808,5.982,5.26609,19.5333
8.219,74.4858,20.908,9.817,6.85881,24.4923,5.983,5.30238,19.7665
8.22,72.2172,20.467,9.818,6.92386,24.7193,5.984,5.35005,20.0058
8.221,68.8384,20.2346,9.819,7.00473,24.9692,5.985,5.39102,20.2336
8.222,62.9874,20.1214,9.82,7.03833,25.2128,5.986,5.43509,20.4666
8.223,56.6457,20.094,9.821,7.07022,25.4594,5.987,5.48406,20.6948
8.224,51.3313,20.1772,9.822,7.06946,25.7108,5.988,5.54012,20.926
8.225,46.3456,20.3176,9.823,7.08058,25.9633,5.989,5.59122,21.1498
8.226,41.3726,20.5359,9.824,7.08116,26.2069,5.99,5.61884,21.3705
8.227,36.4406,20.7185,9.825,7.12308,26.4363,5.991,5.68081,21.5872
8.228,31.7549,20.8986,9.826,7.1392,26.6562,5.992,5.71392,21.807
8.229,27.4617,21.0303,9.827,7.16348,26.9091,5.993,5.72831,22.0243
8.23,23.4981,21.1277,9.828,7.19303,27.1862,5.994,5.76382,22.2179
8.231,19.8572,21.1859,9.829,7.25039,27.4908,5.995,5.78006,22.3969
8.232,16.5161,21.2548,9.83,7.28515,27.7944,5.996,5.7927,22.5724
8.233,13.5232,21.3034,9.831,7.34801,28.0681,5.997,5.79612,22.7311
8.234,10.8858,21.3944,9.832,7.373,28.3244,5.998,5.80509,22.8793
8.235,8.6141,21.5292,9.833,7.39422,28.5883,5.999,5.80702,23.0177
8.236,6.68175,21.7415,9.834,7.41963,28.852,6,5.81649,23.1415
8.237,5.09088,22.0586,9.835,7.4657,29.0909,6.001,5.80851,23.2234
8.238,3.85978,22.4246,9.836,7.48493,29.332,6.002,5.82987,23.2722
8.239,2.97632,22.8579,9.837,7.52697,29.5598,6.003,5.82896,23.2904
8.24,2.3712,23.3631,9.838,7.52609,29.7739,6.004,5.84784,23.2992
8.241,2.01324,23.9385,9.839,7.54371,30.0142,6.005,5.895,23.2982
8.242,1.8238,24.5466,9.84,7.53392,30.2767,6.006,5.97514,23.2862
8.243,1.77763,25.1069,9.841,7.53073,30.5651,6.007,6.07766,23.2509
8.244,1.80561,25.642,9.842,7.4995,30.8293,6.008,6.23758,23.2121
8.245,1.88156,26.0399,9.843,7.49771,30.9679,6.009,6.46181,23.1724
8.246,1.93245,26.3581,9.844,7.49509,31.1241,6.01,6.81516,23.1441
8.247,2.02261,26.6771,9.845,7.52138,31.4452,6.011,7.3329,23.1158
8.248,2.08428,26.9957,9.846,7.57427,31.826,6.012,8.07625,23.0948
8.249,2.15665,27.3155,9.847,7.75409,32.0954,6.013,9.12018,23.0867
8.25,2.23064,27.6545,9.848,8.10048,32.322,6.014,10.6663,23.0825
8.251,2.31306,28.0049,9.849,8.80874,32.6336,6.015,12.7899,23.0811
8.252,2.40709,28.4194,9.85,10.3835,33.0027,6.016,15.3893,23.0755
8.253,2.5455,28.9159,9.851,14.1424,33.4827,6.017,18.4544,23.0588
8.254,2.66774,29.4651,9.852,18.6692,34.0522,6.018,21.935,23.0142
8.255,2.79564,30.1187,9.853,24.0483,34.7163,6.019,25.6794,22.9521
8.256,2.94417,30.8112,9.854,30.4705,35.3946,6.02,29.6458,22.8675
8.257,3.10492,31.5786,9.855,37.5352,36.0196,6.021,33.7963,22.7671
8.258,3.25403,32.3742,9.856,45.0652,36.6082,6.022,38.1623,22.6569
8.259,3.42131,33.1913,9.857,52.993,37.2087,6.023,42.5799,22.5318
8.26,3.56127,33.9787,9.858,61.3559,37.781,6.024,46.9297,22.3735
8.261,3.69984,34.5842,9.859,70.2896,38.3185,6.025,50.9574,22.1954
8.262,3.84442,35.0773,9.86,79.4746,38.8159,6.026,54.5804,22.0014
8.263,3.98891,35.467,9.861,88.0358,39.2659,6.027,57.8016,21.789
8.264,4.1047,35.7706,9.862,94.7772,39.6487,6.028,60.6853,21.5589
8.265,4.22591,36.0129,9.863,99.2725,40.0073,6.029,63.2275,21.3159
8.266,4.33926,36.1864,9.864,101.83,40.314,6.03,65.4703,21.0606
8.267,4.45611,36.2897,9.865,103.152,40.5741,6.031,67.458,20.7924
8.268,4.55649,36.389,9.866,103.677,40.7728,6.032,69.2333,20.4975
8.269,4.63584,36.4867,9.867,104.149,40.9382,6.033,70.8388,20.1782
8.27,4.71521,36.6318,9.868,104.885,41.0059,6.034,72.3575,19.8355
8.271,4.82477,36.8507,9.869,105.869,40.9881,6.035,73.7208,19.48
8.272,4.89894,37.1021,9.87,106.968,40.8576,6.036,74.986,19.0912
8.273,4.9827,37.45,9.871,108.01,40.6084,6.037,76.1196,18.6808
8.274,5.03071,37.8199,9.872,108.883,40.2535,6.038,77.1343,18.2448
8.275,5.07498,38.2821,9.873,109.6,39.8032,6.039,77.9981,17.7833
8.276,5.10351,38.7172,9.874,110.134,39.2327,6.04,78.755,17.295
8.277,5.14283,38.9517,9.875,110.518,38.5572,6.041,79.3722,16.8068
8.278,5.15271,39.0873,9.876,110.783,37.7949,6.042,79.8771,16.3357
8.279,5.1829,39.0562,9.877,110.934,36.9546,6.043,80.2401,15.8739
8.28,5.203,38.9237,9.878,111.008,36.0926,6.044,80.4834,15.4263
8.281,5.24393,38.7446,9.879,111.047,35.2238,6.045,80.6113,14.9867
8.282,5.25051,38.4982,9.88,111.029,34.3195,6.046,80.6068,14.5477
8.283,5.25134,38.1984,9.881,110.994,33.4174,6.047,80.4653,14.1271
8.284,5.25296,37.8871,9.882,110.986,32.4747,6.048,80.1662,13.7335
8.285,5.27337,37.5599,9.883,111.048,31.4924,6.049,79.728,13.3612
8.286,5.30257,37.3676,9.884,111.208,30.5357,6.05,79.1548,13.0198
8.287,5.35998,37.2933,9.885,111.445,29.6043,6.051,78.4325,12.7163
8.288,5.41122,37.2965,9.886,111.753,28.5982,6.052,77.5957,12.4373
8.289,5.51811,37.432,9.887,112.161,27.5417,6.053,76.5766,12.1809
8.29,5.70405,37.6184,9.888,112.716,26.6256,6.054,75.4518,11.9408
8.291,6.05264,37.9056,9.889,113.399,25.8599,6.055,74.1499,11.7309
8.292,6.64533,38.2068,9.89,114.12,25.14,6.056,72.6512,11.5369
8.293,7.59888,38.5104,9.891,114.716,24.4694,6.057,70.9448,11.3725
8.294,9.09469,38.7966,9.892,114.991,23.7696,6.058,69.0105,11.2336
8.295,11.8237,38.9837,9.893,114.794,23.0667,6.059,66.7792,11.1267
8.296,16.3748,39.1051,9.894,113.979,22.3392,6.06,64.2306,11.0356
8.297,21.907,39.1772,9.895,112.453,21.5998,6.061,61.3472,10.9714
8.298,28.0086,39.1532,9.896,109.938,20.9179,6.062,58.053,10.9325
8.299,34.4948,39.1067,9.897,105.354,20.2974,6.063,54.2261,10.9232
8.3,41.0536,38.9634,9.898,96.1809,19.7002,6.064,49.9122,10.9185
8.301,47.3785,38.7731,9.899,85.3126,19.1373,6.065,45.1357,10.9346
8.302,53.4209,38.6626,9.9,75.3106,18.6109,6.066,40.3659,10.9634
8.303,59.2399,38.623,9.901,66.0612,18.1171,6.067,35.9626,11.0189
8.304,64.9083,38.6366,9.902,57.2696,17.6884,6.068,31.9266,11.0932
8.305,70.4765,38.7165,9.903,49.235,17.3057,6.069,28.1784,11.1958
8.306,75.8476,38.7763,9.904,42.1685,16.955,6.07,24.7492,11.3243
8.307,80.5438,38.8728,9.905,35.8714,16.6613,6.071,21.6485,11.4806
8.308,84.0526,38.9131,9.906,30.3241,16.4193,6.072,18.9139,11.647
8.309,86.4499,38.9466,9.907,25.4648,16.2416,6.073,16.5348,11.8399
8.31,87.9323,38.8967,9.908,21.2281,16.0971,6.074,14.3601,12.0583
8.311,88.7947,38.7235,9.909,17.5923,16.002,6.075,12.2926,12.2945
8.312,89.32,38.4461,9.91,14.5421,15.9374,6.076,10.5257,12.5389
8.313,89.6666,38.0595,9.911,12.0865,15.9598,6.077,9.03734,12.8017
8.314,89.9228,37.5225,9.912,10.2473,16.0092,6.078,7.83841,13.075
8.315,90.1113,36.9021,9.913,8.98868,16.0279,6.079,6.83089,13.3637
8.316,90.2306,36.0499,9.914,8.13818,16.0739,6.08,6.03813,13.654
8.317,90.2669,35.0498,9.915,7.57156,16.1513,6.081,5.42776,13.9475
8.318,90.2148,34.0805,9.916,7.19455,16.2686,6.082,5.00736,14.2434
8.319,90.0466,33.1037,9.917,6.91107,16.4347,6.083,4.71032,14.5427
8.32,89.7548,32.2348,9.918,6.62609,16.6482,6.084,4.52304,14.8333
8.321,89.3262,31.3924,9.919,6.40167,16.918,6.085,4.40619,15.124
8.322,88.7651,30.5669,9.92,6.28083,17.2175,6.086,4.36676,15.4369
8.323,88.0899,29.7779,9.921,6.15693,17.5297,6.087,4.37651,15.7532
8.324,87.3362,29.004,9.922,6.04201,17.8254,6.088,4.4318,16.0126
8.325,86.4746,28.2858,9.923,5.96257,18.1155,6.089,4.49241,16.2634
8.326,85.5235,27.581,9.924,5.87666,18.4176,6.09,4.56206,16.5317
8.327,84.4179,26.8775,9.925,5.80232,18.7317,6.091,4.62471,16.8017
8.328,83.2502,26.1979,9.926,5.75046,19.0592,6.092,4.69646,17.0606
8.329,82.024,25.4878,9.927,5.70758,19.3777,6.093,4.75416,17.3244
8.33,80.7264,24.758,9.928,5.68707,19.7167,6.094,4.83213,17.5844
8.331,79.3781,24.0503,9.929,5.67997,20.0893,6.095,4.88023,17.8414
8.332,77.9597,23.3062,9.93,5.68859,20.4703,6.096,4.90364,18.0972
8.333,76.5217,22.5888,9.931,5.73408,20.8658,6.097,4.95016,18.3517
8.334,75.0043,21.9003,9.932,5.77655,21.2764,6.098,4.98637,18.5955
8.335,73.2919,21.2763,9.933,5.82678,21.7307,6.099,5.03299,18.8305
8.336,71.2457,20.8293,9.934,5.90017,22.1338,6.1,5.07777,19.0654
8.337,68.3727,20.5196,9.935,5.9793,22.4219,6.101,5.11572,19.2965
8.338,63.2967,20.3393,9.936,6.05559,22.6979,6.102,5.15918,19.5058
8.339,56.719,20.261,9.937,6.1203,22.9734,6.103,5.22651,19.6967
8.34,51.188,20.2454,9.938,6.21282,23.2381,6.104,5.29067,19.8586
8.341,46.2057,20.3522,9.939,6.29133,23.4732,6.105,5.3302,20.0202
8.342,41.2735,20.49,9.94,6.38137,23.695,6.106,5.40347,20.1824
8.343,36.2882,20.6897,9.941,6.46148,23.8901,6.107,5.43291,20.3496
8.344,31.4811,20.8545,9.942,6.57023,24.0912,6.108,5.48376,20.5128
8.345,27.091,20.9545,9.943,6.67567,24.2701,6.109,5.5223,20.6796
8.346,23.1034,21.0245,9.944,6.75568,24.4957,6.11,5.55663,20.8327
8.347,19.4396,21.0675,9.945,6.82027,24.7427,6.111,5.60504,20.9808
8.348,16.0985,21.0929,9.946,6.89688,25.001,6.112,5.65328,21.1179
8.349,13.1252,21.1402,9.947,6.91482,25.2504,6.113,5.7131,21.2663
8.35,10.5346,21.1758,9.948,6.91606,25.4989,6.114,5.77197,21.4273
8.351,8.27616,21.2608,9.949,6.92951,25.726,6.115,5.81692,21.5915
8.352,6.32699,21.4491,9.95,6.94885,25.9753,6.116,5.87483,21.7421
8.353,4.73703,21.72,9.951,6.95105,26.2448,6.117,5.90725,21.8926
8.354,3.48074,22.0963,9.952,6.97188,26.4304,6.118,5.93749,22.0513
8.355,2.55011,22.5421,9.953,6.98055,26.5531,6.119,5.98822,22.2101
